username,tweet_text,tweet_raw,date,happy,angry,surprise,sad,fear,afinn,bing,sid,bertweet,bertweet_confidence
stairwayto3dom,compilation of israel assaulting innocent palestinian women,🇮🇱🇵🇸 Compilation of Israel assaulting INNOCENT Palestinian women…,01/04/2024,0.0,0.0,0.0,1.0,0.0,0,0,-0.2263,-1,0.9710599184036255
livedoornews,michael jackson seeing oprah winfrey on the epstein list,Michael Jackson seeing Oprah Winfrey on the Epstein List,01/04/2024,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.953234851360321
UmarSyadatHsb__,me leaving the house without breakfast dehydrated  on 3 hours of sleep,me leaving the house without breakfast dehydrated & on 3 hours of sleep,01/05/2024,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,0.4976612627506256
sylphoflights,who in south park,who in south park ❤️,01/05/2024,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,0.9526459574699402
zrckstarz_2,release 1 week ye undi mari  already sensor reports blockbuster vibes  usa premiers also urstrulymahesh mass rampage    cant wait   gunturkaaramonjan12    gunturkaaram gunturkaarampremiersonjan11,Release 1 Week Ye undi Mari.. 🤩💥 Already Sensor Reports Blockbuster Vibes.. 🤩🔥🔥 USA Premiers Also @urstrulyMahesh Mass Rampage 💥 ❤️  Cant Wait  🥳🥳🥳🥳 #GunturKaaramOnJan12  ❤️🌶️#GunturKaaram #GunturKaaramPremiersOnJan11,01/03/2024,0.0,0.0,1.0,0.0,0.0,3,1,0.5994,1,0.9272251725196838
Pascal_Laurent_,isis was created by the cia not muslim   remember that,🚨ISIS was created by the CIA not Muslim. Remember that,01/04/2024,0.0,0.0,0.0,0.0,0.0,0,0,0.25,-1,0.7775548100471497
valiisaa,first wednesday of 2024 and its time to bring back wednesdaysforwater   today im going to reintroduce myself   im mari im 16 years old and from flint mi for half of my life i have been fighting for clean water for my hometown and now the entire country,First Wednesday of 2024 and its time to bring back #WednesdaysForWater. Today im going to reintroduce myself. Im Mari Im 16 years old and from Flint MI. For half of my life I have been fighting for clean water for my hometown (and now the entire country).,01/03/2024,0.0,0.0,0.0,0.6,0.4,2,1,0.0516,1,0.7726355195045471
Creed_Basil,i dont the importance of this,I dont the importance of this,01/05/2024,0.0,0.0,0.0,0.0,0.0,2,0,-0.2755,-1,0.8936692476272583
liavnyl,lia stans once lia is back and survived the hiatus,lia stans once lia is back and survived the hiatus,01/04/2024,0.0,0.0,0.0,0.0,0.0,2,0,0.5106,1,0.5166180729866028
GoldMari1145388,so insecure for what reason lolll,😂 so insecure for what reason lolll,01/05/2024,0.0,0.0,0.0,0.5,0.5,-2,-1,-0.4754,-1,0.8885321617126465
bumbungehsan,bro not rocking with ludacris,Bro not rocking with Ludacris ‼️‼️,01/05/2024,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,0.8444709777832031
JO_Messenger11,wow i use to think it was yago la mari yanga riyeh  need to visit celestial often,Wow I use to think it was Yago la Mari yanga riyeh🤭🤭Need to visit celestial often,01/05/2024,0.0,0.0,1.0,0.0,0.0,4,1,0.5859,0,0.8387304544448853
mouchi,a repost will be cherished   𐂯  hello earthlings im here to present you my bio wording ready stock you can claim and buy it via dm __   idr 35oo via qris   aku juga open request detail katalog cek pinned ya mari jajan    tags   zonauang,⠀a repost will be cherished 🥞🎀𐂯 … hello earthlings! im here to present you my bio wording ready stock! you can claim and buy it via dm ♡__♡💰 IDR. 35OO via QRIS📃 : aku juga open request! detail katalog cek pinned ya mari jajan! 💭💗★ tags : { #zonauang }⠀,01/05/2024,0.17,0.17,0.17,0.0,0.5,2,2,0.7003,1,0.6259766817092896
TGszn_,bro i be making my meals myself anytime i want  all my life at that i really do not know why twitter makes a big deal out of nothing,Bro.. I be making my meals myself anytime I want 😂 all my life at that. I really do not know why Twitter makes a big deal out of nothing,01/05/2024,0.0,0.0,0.0,0.8,0.2,2,0,0.0772,0,0.5346382856369019
LasVegasLocally,this was the drive from vegas to los angeles yesterday,This was the drive from Vegas to Los Angeles yesterday,01/04/2024,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,0.9726191759109497
bukanplatbali,oh look isis suddenly shows up coincidentally at a time the us and israei need a scapegoat funny how things work that way coincidentally,Oh look ISIS suddenly shows up coincidentally at a time the U.S. and IsraeI need a scapegoat. Funny how things work that way coincidentally.,01/05/2024,0.0,0.0,0.67,0.0,0.33,2,-1,0.0516,-1,0.7696788907051086
zipsunz,ok andiamo a bere,Ok andiamo a bere 😂😂,12/21/2023,0.0,0.0,0.0,0.0,0.0,0,0,0.296,0,0.8345329165458679
mari_apple2,as a palestinian this made me so proud  happy  she made kobiz taboon and even used rocks  palestinian olive oil like we do,As a Palestinian this made me so proud & happy 🥹 she made kobiz taboon and even used rocks & Palestinian olive oil like we do 🍉,01/05/2024,0.5,0.0,0.0,0.5,0.0,7,3,0.8878,1,0.9912404417991638
portidumbb,he couldve jus hang himself  a more simple way to die,He couldve jus hang himself  a more simple way to die,01/03/2024,0.0,0.0,0.0,0.0,1.0,-3,-2,-0.5994,-1,0.9521772265434265
Ryuri_17,oh thats crazy cuz,OH THATS CRAZY CUZ,01/04/2024,0.0,0.0,0.0,0.0,1.0,-2,-1,-0.34,0,0.6309903860092163
gollfe,id be crying for no reason at all then surprise its actually my period the next day loool kabalo na gyud ko daan sa ako self nga walay rason muhilak but often forget nga mao ni ako symptoms b4 period looool,id be crying for no reason at all then surprise its actually my period the next day loool kabalo na gyud ko daan sa ako self nga walay rason muhilak but often forget nga mao ni ako symptoms b4 period looool,01/04/2024,0.25,0.25,0.25,0.25,0.0,-4,-1,-0.5346,0,0.5430450439453125
im_avi_nash_,poster mari trailer um quality ah irukum   antonylruben gonna create magic   ayalaantrailer,Poster mari trailer um quality ah irukum 😌@AntonyLRuben gonna create magic 🔥✨#AyalaanTrailer,01/05/2024,0.0,0.0,1.0,0.0,0.0,0,1,0.2732,1,0.912926435470581
DiRosadipietro,163897  with lowered head,163897  with lowered head，,01/05/2024,0.0,0.0,0.0,0.0,1.0,0,0,-0.128,0,0.9579494595527649
DUCATISTE998R,the islamic state has claimed responsibility for bombing iran so how is hamas isis if isis is attacking israels enemies its almost like israel and the us had a hand in creating the is,The Islamic State has claimed responsibility for Bombing Iran… so how is Hamas ISIS if ISIS is attacking Israel’s enemies? It’s almost like Israel and the US had a hand in creating the IS…,01/05/2024,0.0,0.0,0.5,0.5,0.0,-1,0,0.1045,-1,0.7786825299263
Mari0nese_,you ever scroll through your own posts and be like im so funny heck yeah,You ever scroll through your own posts and be like “I’m so funny heck yeah”,01/05/2024,0.0,0.0,1.0,0.0,0.0,7,-1,0.7996,1,0.9352232217788696
mari_7aa,i love this scene hilarious,I love this scene HILARIOUS😝,01/05/2024,1.0,0.0,0.0,0.0,0.0,5,2,0.7845,1,0.991783618927002
zipsunz,attention seeker   doodle inspired by a short lil fic toxicpineapplex wrote link below    omori omorifanart omorisunkel,attention seeker ⛅️doodle inspired by a short lil fic @toxicpineapplex wrote (link below!!) [ #omori #omorifanart #omorisunkel ],12/26/2023,0.5,0.5,0.0,0.0,0.0,2,0,0.4939,0,0.9296299815177917
cfk678,braaubrey you correct bra obz the opposition parties are unknown entities to the majority of poor voters bcs they do not serve these communities i cant see the anc declining as ppl predict thats the problem,@BraAubrey You correct Bra Obz the opposition parties are unknown entities to the majority of poor voters bcs they do not serve these communities I cant see the ANC declining as ppl predict thats the problem,01/05/2024,0.0,0.0,0.0,0.0,1.0,-4,-4,-0.4767,-1,0.905017077922821
justsimplymari,unholy matrimony x giveon,unholy matrimony x giveon,01/05/2024,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.8617743253707886
udtcue,who are you,Who are you,06/11/2023,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.9228488206863403
souljaboy,be real not perfect,Be real not perfect.,01/04/2024,0.0,0.0,0.0,1.0,0.0,3,1,-0.4585,0,0.8234498500823975
Sachinettiyil,this is beautiful    hollywood star shia labeouf receiving jesus on his knees from bishop robert barron following his confirmation into the catholic church,This is beautiful 😍 Hollywood star Shia LaBeouf receiving Jesus on his knees from Bishop Robert Barron following his confirmation into the Catholic Church.,01/04/2024,0.33,0.0,0.67,0.0,0.0,4,1,0.5994,1,0.9776795506477356
MynameisAmy7,not blooming yet but my basils are having babies my basil is about 3 foot tall i have two babies about a foot tall and today i found four babies with just one leaf popping out but you cant mistake the smell of basil,Not blooming yet but my basil’s are having babies! My basil is about 3 foot tall. I have two babies about a foot tall and today I found four babies with just one leaf popping out. But you can’t mistake the smell of basil.,01/05/2024,0.0,0.0,0.0,0.0,1.0,-2,-2,0.3724,1,0.9317657947540283
rajwaabilkai,first wednesday of 2024 and its time to bring back wednesdaysforwater   today im going to reintroduce myself   im mari im 16 years old and from flint mi for half of my life i have been fighting for clean water for my hometown and now the entire country,First Wednesday of 2024 and its time to bring back #WednesdaysForWater. Today im going to reintroduce myself. Im Mari Im 16 years old and from Flint MI. For half of my life I have been fighting for clean water for my hometown (and now the entire country).,01/05/2024,0.0,0.0,0.0,0.6,0.4,2,1,0.0516,1,0.7726355195045471
msaid_didu,americans with dual citizenships hmm,Americans... With dual citizenships. Hmm...,01/05/2024,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.933426022529602
Partisangirl,even the times of israel admits epstein was mossad,Even the times of Israel admits Epstein was Mossad.,01/04/2024,0.0,0.0,0.0,1.0,0.0,-1,0,0.296,0,0.8285517692565918
db867_diego,prince william treats his brother and sister in law like lepers but happy to sit in car and go to church with nonce prince andrew these royal family cunts are a drain on the country and have no idea about morals and decencyor any thought at all for victims get rid of the lot,Prince William treats his brother and sister in law like lepers but happy to sit in car and go to church with nonce Prince Andrew. These Royal Family cunts are a drain on the country and have no idea about morals and decencyor any thought at all for victims. Get rid of the lot!,01/05/2024,0.12,0.12,0.62,0.12,0.0,1,0,-0.6486,-1,0.9813328385353088
wanfarlee,breaking  california lawmaker proposes bill stripping free healthcare from illegals  despite gavin newsom approving 4 billion a year to provide illegal immigants health insurance through medical not all state lawmakers are on board  california assemblyman billessayli introduced ab 1783 to repeal this healthcare funding for nonresidents and do away with newsoms program entirely   i knowfor california this seems shocking this guy is one of only a few conservative lawmakers in the state with a real backbone,BREAKING 🚨🚨: California lawmaker proposes bill stripping free healthcare from illegals.Despite Gavin Newsom approving $4 billion a year to provide illegal immigants health insurance through Medi-Cal not all state lawmakers are on board.California Assemblyman @billessayli introduced AB 1783 to repeal this healthcare funding for non-residents and do away with Newsom’s program entirely. I know…for California this seems shocking. This guy is one of only a few conservative lawmakers in the state with a real backbone.,01/05/2024,0.18,0.18,0.18,0.27,0.18,-4,-2,-0.4588,-1,0.7794986963272095
GTASixInfo,when you finally complete the gambler 8 challenge in red dead redemption 2,When you finally complete the Gambler 8 challenge in Red Dead Redemption 2,01/04/2024,0.0,0.25,0.0,0.0,0.75,-4,0,-0.6124,0,0.8604416251182556
ShaykhSulaiman,epstein client list mossad blackmail list  senator john mccains wife cindy mccain admits we all knew what epstein was doing  source kahlissee,EPSTEIN CLIENT LIST (MOSSAD BLACKMAIL LIST)Senator John McCains wife Cindy McCain admits WE ALL KNEW what Epstein was doing:Source: @Kahlissee,01/05/2024,0.0,0.0,0.0,1.0,0.0,-1,-1,0.296,0,0.8067020177841187
MakanjuolaMari2,i dont know whos teaching my dad slang like italawa omo lile ogba,I don’t know who’s teaching my dad slang like “italawa” “omo lile” “ogba” 🤔,01/05/2024,0.0,0.0,0.0,1.0,0.0,2,1,0.3612,0,0.5465530157089233
JonnyFX1,this stupid cow tried to justify and legalise the settlements by saying theyve got more of a connection to palestine than than palestinians due to their 3000 year history  how on earth are these cockroaches getting away with this this is completely absurd god i hate these people,This stupid cow tried to justify and legalise the settlements by saying they’ve got more of a connection to Palestine than than Palestinians due to their 3000 year history!How on earth are these cockroaches getting away with this?? This is completely absurd!!! God I hate these people!!! 🤬🤬🤬,01/04/2024,0.0,0.14,0.29,0.29,0.29,-4,-3,-0.7171,-1,0.9796975255012512
JudoCBJ,yall r not smart,yall r not smart,01/03/2024,0.0,0.0,0.0,0.0,0.0,1,1,-0.3089,-1,0.9691237211227417
ARABY0NCE,ground secure ten commands law respect 432hz vegan  preferred and teach each other how to body groom if you are successful and no military police needed who exhales with satellite and people exchange this is worse than fukushima  bastion schönborn int ai down,✋🏼🟥🌏 ground secure ten commands law respect 432hz vegan 🌱 preferred and teach each other how to body groom if you are successful and no military police needed who exhales with satellite and people exchange this is worse than Fukushima || Bastion Schönborn int AI down 🔽 ☮️,01/04/2024,0.29,0.0,0.14,0.29,0.29,1,2,0.6124,-1,0.923100471496582
MariMaiberg,first wednesday of 2024 and its time to bring back wednesdaysforwater   today im going to reintroduce myself   im mari im 16 years old and from flint mi for half of my life i have been fighting for clean water for my hometown and now the entire country,First Wednesday of 2024 and its time to bring back #WednesdaysForWater. Today im going to reintroduce myself. Im Mari Im 16 years old and from Flint MI. For half of my life I have been fighting for clean water for my hometown (and now the entire country).,01/05/2024,0.0,0.0,0.0,0.6,0.4,2,1,0.0516,1,0.7726355195045471
ATRightMovies,what actor can masterfully play a hero and villain equally,What actor can masterfully play a hero and villain equally?,01/04/2024,0.0,0.0,0.0,0.5,0.5,2,2,0.34,0,0.9144979119300842
TheCinesthetic,true lovei feel that bro,true lovei feel that bro,01/04/2024,0.0,0.0,0.0,0.0,0.0,0,0,0.4215,1,0.9874038696289062
layangran,when i was in japan there was a music store called americancore and this was on display,When I was in japan there was a music store called americancore and this was on display,01/05/2024,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.9037176370620728
ssundeefantweet,release 1 week ye undi mari  already sensor reports blockbuster vibes  usa premiers also urstrulymahesh mass rampage    cant wait   gunturkaaramonjan12    gunturkaaram gunturkaarampremiersonjan11,Release 1 Week Ye undi Mari.. 🤩💥 Already Sensor Reports Blockbuster Vibes.. 🤩🔥🔥 USA Premiers Also @urstrulyMahesh Mass Rampage 💥 ❤️  Cant Wait  🥳🥳🥳🥳 #GunturKaaramOnJan12  ❤️🌶️#GunturKaaram #GunturKaaramPremiersOnJan11,01/04/2024,0.0,0.0,1.0,0.0,0.0,3,1,0.5994,1,0.9272251725196838
VenkyMassDHFM,cadence x chrysalis is my favorite mlp ship theyre so sweet,Cadence x Chrysalis is my favorite #mlp ship they’re so sweet 💖💚,01/05/2024,1.0,0.0,0.0,0.0,0.0,4,2,0.7824,1,0.9923553466796875
anxietymonstrr,reallyitscasepicture two,reallyitscasepicture two,01/04/2024,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.9566370844841003
BlueM10325,why would anyone follow you,Why would anyone follow you?,01/05/2024,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,0.8556879162788391
GalvaoLore61151,収入を増やすことができる仕事 linetw3y hiro18241732 nonbiri_rpg toshilove33 aldollove kuro46266594 kuro36611 ltdaag8t4afn7sx aguaguf4rr kana_newgame chochomo0402 kkmejhdhtmmlagy kayachan555 pal8fa6pgtpr6wq moon_anaden jez_ghe2f1sg mari_soku uranus_sse,収入を増やすことができる仕事 LINE:tw3y @HIRo18241732 @nonbiri_RPG @toshilove33 @AldoLLove @KURO46266594 @kuro36611 @lTDAAG8T4aFn7sX @AguAguF4RR @Kana_newgame @chochomo0402 @kkmEjhdHtMMLagY @kayachan555 @PAl8fa6PGtpr6wQ @moon_anaden @JEz_ghE2F1sG @mari_soku @Uranus_SSE,01/05/2024,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.9670228362083435
overlowiing,breaking north korea might attack south korea   south korean government has given an evacuation order to roughly 2000 people living on yeonpyeong island of south korea in the yellow sea due to a possible north korean attack  this is due to north korean provocation involving naval ships  source 6 news australia,🚨 BREAKING: NORTH KOREA MIGHT ATTACK SOUTH KOREA South Korean Government has given an evacuation order to roughly 2000 People living on Yeonpyeong Island of South Korea in the Yellow Sea due to a possible North Korean Attack.This is due to North Korean provocation involving naval ships.Source: 6 News Australia,01/05/2024,0.0,0.25,0.25,0.0,0.5,-2,-4,-0.7351,-1,0.5685385465621948
uwuo07_8,lemme eat yo teeth,LEMME EAT YO TEETH,01/05/2024,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,0.8856827616691589
hebh_jamal,remember when they told palestinians in gaza to evacuate and live in tents yeah well they just bombed a family living in a tent and killed 10 children the father my children died cold,Remember when they told Palestinians in Gaza to evacuate and live in tents? Yeah well they just bombed a family LIVING IN A TENT and killed 10 children. The father: “my children died cold.”,01/04/2024,0.0,0.0,0.6,0.2,0.2,-5,-2,-0.7003,-1,0.9745032787322998
eita88e8ur,fuck these israelis  im propalestine now,Fuck these IsraelisI’m pro-Palestine now,01/05/2024,1.0,0.0,0.0,0.0,0.0,-4,-1,-0.5423,-1,0.9786927103996277
netanyahutoo,secret fourth and fifth options,Secret fourth and fifth options,01/04/2024,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0,0.96893310546875
ILOSTINMYWORLD,yaa sick so sick cant so tried  but cause injection  tablets,Yaa sick so sick cant so tried !! But cause injection & tablets 😖,01/05/2024,0.0,0.0,0.0,1.0,0.0,-4,-2,-0.5106,-1,0.974090576171875
