username,tweet_text,tweet_raw,date,happy,angry,surprise,sad,fear,afinn,bing,sid,bertweet,bertweet_confidence
UVMathletics,lets rally   5 pm  6 pm  uvmathleticscomtickets  free to uvm students with catcard  letsrally i tdbank_us i uvmmsoccer,📢 LETS RALLY! 📢📣 5 p.m.⚽️ 6 p.m.🎟️ uvmathletics.com/tickets‼️ Free to UVM students with CATCard😼 #LetsRally I @TDBank_US I @UVMmsoccer,aug 16 2023  300 pm utc,0.33,0.0,0.0,0.33,0.33,1,1,0.5106,0,0.7785214781761169
TDBank_US,hi juan we ask you to send us a dm so we may further review and assist please make sure to not include any account numbers in your response  tyler,Hi Juan. We ask you to send us a DM so we may further review and assist. Please make sure to not include any account numbers in your response. - Tyler,aug 16 2023  324 pm utc,0.0,0.0,0.0,0.43,0.57,1,0,0.5574,0,0.96819007396698
JuanHer68382133,tdbank_us why its so difficult to use zelle and none representatives are knowledgable enough to explain the why of they issue ive been dealing with this since last week and still cant zelle to anyone including myself this is very frustrating,@TDBank_US why it’s so difficult to use Zelle and none representatives are knowledgable enough to explain the why of they issue. I’ve been dealing with this since last week and still can’t Zelle to anyone including myself. This is very frustrating,aug 16 2023  310 pm utc,0.0,1.0,0.0,0.0,0.0,-3,-2,-0.7532,-1,0.9783685207366943
JuanHer68382133,tdbank_us trying to zelle some money to my son to myself to anybody and it seems imposible meanwhile my old acct is negative and td cant help me with the zelle its been a week and nobody can give me a clear explanation of the why i cant zelle no even to myself frustrating,@TDBank_US trying to Zelle some money to my son to myself to anybody and it seems imposible. Meanwhile my old Acct is negative and TD can’t help me with the Zelle it’s been a week and nobody can give me a clear explanation of the Why I can’t Zelle no even to myself. Frustrating,aug 16 2023  302 pm utc,0.0,0.25,0.0,0.5,0.25,-2,0,-0.6564,-1,0.9660950303077698
Duanemurphy12,i have no serious regrets  i knew going in i was in for the long haul but i wished i wouldve bought 10oz bars from the canadian mint instead of tdbank bars other than that its all good cheers,I have no serious regrets  I knew going in I was in for the long haul ..but I wished I wouldve bought 10oz bars from the Canadian mint instead of tdbank bars ..other than that its all good ..cheers,aug 16 2023  254 pm utc,0.2,0.0,0.2,0.0,0.6,2,0,0.7579,1,0.5362337231636047
pndblog,rfp of the day td bank invites applications for 2023 td ready challenge 10 grants of 1 million each to be awarded due 914 at 400 pm et tdbank_us bitly3l4oeqr,#RFP of the day: TD Bank invites applications for 2023 TD Ready Challenge; 10 grants of $1 million each to be awarded; due 9/14 at 4:00 pm ET. @TDBank_US bit.ly/3L4oeqr,aug 16 2023  230 pm utc,0.4,0.0,0.0,0.0,0.6,3,3,0.7506,0,0.9439620971679688
masked_investor,you are having issues with your whole platform ok gotcha hello tdbank_us  public are there any deals you could offer retail traders at a time like this shoot your shot while fidelity tries to lose people more money,You are having issues with your whole platform... Ok gotcha. Hello @TDBank_US & @public are there any deals you could offer retail traders at a time like this? Shoot your shot while @Fidelity tries to lose people more money.,aug 15 2023  745 pm utc,0.0,0.0,0.0,0.5,0.5,1,0,-0.1901,-1,0.8186419606208801
Fidelity,hi there we hear your concerns and ask you to send us a dm so we may further review and assist please make sure to not include any account numbers in your response  tyler,Hi there. We hear your concerns and ask you to send us a DM so we may further review and assist. Please make sure to not include any account numbers in your response. - Tyler,aug 15 2023  730 pm utc,0.0,0.0,0.0,0.5,0.5,1,-1,0.5574,0,0.9619346857070923
TDBank_US,how am i supposed to report fraudulent activity on tdbank_us if the wait time is always 60 minutes tdcanada,How am I supposed to report fraudulent activity on @TDBank_US if the wait time is always 60 minutes? #tdcanada,aug 16 2023  210 pm utc,0.0,0.0,0.5,0.0,0.5,-4,-1,-0.4939,-1,0.9263689517974854
iamnehabb,when rydia wanted to expand her business selling highquality hair extensions we helped her build credit and secure a loan learn more about foxy black bundles and other blackowned businesses and how we provided tools to help them succeed bitly44amhih,When Rydia wanted to expand her business selling high-quality hair extensions we helped her build credit and secure a loan. Learn more about Foxy Black Bundles and other Black-owned businesses and how we provided tools to help them succeed. bit.ly/44amhiH,aug 16 2023  208 pm utc,0.0,0.0,0.3,0.1,0.6,5,3,0.9042,1,0.7126576900482178
TDBank_US,we appreciate your feedback jessica and we look forward to chatting with you further trina,We appreciate your feedback Jessica and we look forward to chatting with you further. -Trina,aug 16 2023  148 pm utc,1.0,0.0,0.0,0.0,0.0,2,1,0.4019,1,0.9905992150306702
TDBank_US,i will send you another dm about this but i am not sure you polled your customers about this change to business hours on weekdays,I will send you another DM about this but I am not sure you polled your customers about this change to business hours on weekdays.,aug 16 2023  1255 pm utc,0.0,0.0,0.0,0.0,1.0,0,0,-0.3491,0,0.7532933354377747
JessicaZilo,the tdbank_us 2023 ready challenge grant program is open  nonprofits  community organizations can apply by sept 3 tdcomcaenabouttdready,The @TDBank_US 2023 Ready Challenge grant program is open - nonprofits / community organizations can apply by Sept 3. td.com/ca/en/about-td/ready-…,aug 16 2023  1254 pm utc,0.33,0.0,0.0,0.0,0.67,0,1,0.6486,0,0.7918506860733032
FCLFOrg,hey did that thanksturns out that service is just as useless as he rest of your pathetic organization,Hey did that thanks….turns out that service is just as useless as he rest of your pathetic organization,aug 15 2023  721 pm utc,0.0,0.0,0.5,0.5,0.0,-4,-2,-0.7579,-1,0.9815977811813354
dikfacemcgee,good morning jessica we would like the opportunity to address your concerns and ask that you please send us a dm no account numbers trina,Good morning Jessica. We would like the opportunity to address your concerns and ask that you please send us a DM (no account numbers). -Trina,aug 16 2023  1235 pm utc,0.17,0.0,0.0,0.17,0.67,7,1,0.8074,0,0.7221145629882812
TDBank_US,tdbank_us how is only staying open until 5 pm being convenient,@TDBank_US how is only staying open until 5 pm being convenient?,aug 16 2023  1226 pm utc,0.33,0.33,0.0,0.0,0.33,0,1,0.0,0,0.7068037986755371
JessicaZilo,hello we saw your post and invite you to dm us with additional details on the situation so that we can learn more please no account numbers amanda,Hello we saw your post and invite you to DM us with additional details on the situation so that we can learn more. (please no account numbers) -Amanda,aug 16 2023  1224 pm utc,0.0,0.0,0.0,0.0,1.0,1,0,0.1815,0,0.9459869265556335
dikfacemcgee,tdbank_us unexpectedly human huh americas most convenient bank huh all bullshit after 8 years of bankingcredit card and even pos tdameritrade where i lost tens of thousands sends me a lifetime ban in the mail yesterday with no explanationjust get your shit and get out,@TDBank_US unexpectedly human huh? Americas most convenient bank huh? All bullshit!! After 8 years of bankingcredit card and even pos @TDAmeritrade where i lost tens of thousands sends me a lifetime ban in the mail yesterday with no explanation.just get your shit and get out.,aug 16 2023  1132 am utc,0.14,0.0,0.14,0.29,0.43,-14,-3,-0.9382,-1,0.978966474533081
Fidelity,who knows but was weird seeing it go down the whole time and once the login issue was solved the stock went back up can you spot the section on this graph fidelity was down,Who knows. But was weird seeing it go down the whole time and once the login issue was solved the stock went back up. Can you spot the section on this graph Fidelity was down?,aug 15 2023  730 pm utc,0.0,0.0,0.25,0.0,0.75,-1,-1,0.1531,-1,0.5696353316307068
mpeterm77,dont use tda ive used them for over 20 years but since schwab took over theyve turned into absolute  they make robinhood a fills look amazing and you get to pay for them they say free trades but then hide the fact that its 130 per contract for options 5 for futures,Don’t use #TDA I’ve used them for over 20 years but since Schwab took over they’ve turned into absolute 🗑️. They make robinhood a fills look amazing AND you get to pay for them! They say free trades but then hide the fact that it’s $1.30 per contract for options $5 for futures,aug 15 2023  829 pm utc,0.12,0.12,0.25,0.12,0.38,3,2,0.8402,0,0.5397058129310608
HerbWelch_,shoveth thy spam up your butt,Shoveth thy spam up your butt,aug 16 2023  1236 am utc,0.0,0.0,0.0,0.0,0.0,-2,0,-0.3612,-1,0.9688274264335632
bighugsnodrugs,ehh ive decided to do my banking else where td just make anything easy anymore,Ehh I’ve decided to do my banking else where TD just make anything easy anymore,aug 16 2023  1235 am utc,0.0,0.0,0.0,0.33,0.67,1,1,0.4404,-1,0.5424078106880188
NevilleB53,thank you to our fierce urgency of now festival sponsors for making these important conversations possible executive sponsors barrfdn  putnamtoday platinum sponsors proctergamble  tdbank_us fun2023 fierceurgencyofnow myboston,Thank you to our Fierce Urgency of Now Festival sponsors for making these important conversations possible!Executive Sponsors: @BarrFdn & @PutnamTodayPlatinum Sponsors: @ProcterGamble & @TDBank_US#FUN2023 #FierceUrgencyofNow #MyBoston,aug 15 2023  1145 pm utc,0.33,0.33,0.0,0.33,0.0,4,1,0.7579,1,0.9825384616851807
CityAwakeBoston,anyone having withdrawal problem with tdbank td tdbank,Anyone having withdrawal problem with TDBANK #TD #tdbank,aug 15 2023  1035 pm utc,0.0,0.0,0.5,0.0,0.5,-5,-1,-0.3818,0,0.8982523679733276
Shahboz2030766,we are happy to help congratulations on your new car travel safely glenda,We are happy to help! Congratulations on your new car! Travel safely! -Glenda,aug 15 2023  1026 pm utc,0.5,0.0,0.0,0.0,0.5,8,3,0.926,1,0.9927964806556702
TDBank_US,this week local favorite dj got me fit will lead children in silly games and dances inspired by the latest pop music conedison nationalgridus tdbank_us nycferry broadway_stages generationbridge richmondcountysavingsbank empirestatebank northfieldbank djgotmefit,This week local favorite DJ Got Me Fit will lead children in silly games and dances inspired by the latest pop music.@ConEdison @NationalGridus @tdbank_US @nycferry @broadway_stages #GenerationBridge #RichmondCountySavingsBank #empirestatebank @northfieldbank #djgotmefit,aug 15 2023  1011 pm utc,0.6,0.0,0.0,0.0,0.4,4,1,0.8316,1,0.8994621634483337
domino3404,the ceo doesnt care why should anyone else,The CEO doesn’t care. Why should anyone else,aug 15 2023  833 pm utc,0.0,0.0,0.0,0.0,0.0,2,0,-0.3875,-1,0.909903347492218
Tony_Liberty22,what so its amc  ape related  colin_gladman,What?!So it’s AMC / APE related ?@colin_gladman,aug 15 2023  731 pm utc,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.9665460586547852
Cbk53470379,experiencing issues with the whole damn platformsorry for the inconvenience my ass fix your shit  get it together un freaking believable what these banks get away with,Experiencing issues with the whole damn platform.!!!“Sorry for the Inconvenience” my ass. Fix your shit & get it together. Un freaking believable what these “banks” get away with,aug 15 2023  832 pm utc,0.0,0.33,0.33,0.0,0.33,-14,-4,-0.9337,-1,0.9775076508522034
Fidelity,qtradeinvest too are all caused by amc  ape not the first time for brokerages platforms to stall when massive actions on amc  ape colin_gladman  happening at other platforms too,@QtradeInvest too…….Are all caused by AMC & APE? Not the first time for brokerages platforms to stall when massive actions on $AMC & $APE@colin_gladman - happening at other platforms too,aug 15 2023  730 pm utc,0.0,0.0,0.0,0.0,1.0,-2,-1,-0.2023,-1,0.8166711330413818
PAldhurst,at least you didnt burn the building down like tdbank_us yet drs it and forget it amc ape gme,At least you didn’t burn the building down like @TDBank_US yet.#DRS it and forget it!#AMC #APE #GME,aug 15 2023  814 pm utc,0.0,0.33,0.0,0.33,0.33,1,0,0.1531,-1,0.8289659023284912
josephspinney,i supported their datacenter for 10 years  i can tell you that based on that im surprised they are even in business at all,i supported their datacenter for 10 years - i can tell you that based on that im surprised they are even in business at all.,aug 15 2023  809 pm utc,0.0,0.0,0.33,0.33,0.33,2,1,0.4939,-1,0.8803550004959106
cwizprod1,phukk tda too they are all part of the3 marketcrimesyndicate tda claiming no legal responsibility to transmit cost share basis on ious err shares that were drsd from tdaongoing for 8 monthssmh,Phukk TDA too they are ALL part of the3 #MarketCrimeSyndicate*TDA claiming no legal responsibility to transmit cost share basis on ious err shares that were DRSd from TDA...ongoing for 8 months...smh,aug 15 2023  807 pm utc,0.0,0.0,1.0,0.0,0.0,2,-1,0.4019,-1,0.9585883021354675
jstrowd,right right,Right Right 🫵🏼😝,aug 15 2023  807 pm utc,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0,0.7019507884979248
m44432321_m,the mobile apps are down but i was thankfully able to log in on a web browser and could see my positions,The mobile apps are down but I was THANKFULLY able to log in on a web browser and could see my positions.,aug 15 2023  800 pm utc,0.0,0.0,0.0,0.0,1.0,0,0,0.5719,0,0.5868105292320251
dChuckZylb,amc and ape dumped during the outtageand started rising once the login issue was solved weird,$AMC and $APE dumped during the outtage....and started rising once the login issue was solved. WEIRD!,aug 15 2023  757 pm utc,0.0,0.0,0.0,0.0,1.0,-3,-3,-0.3182,-1,0.5138527154922485
mpeterm77,everything is back to normal,Everything is back to normal,aug 15 2023  754 pm utc,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,0.8569589853286743
Xx_WiReD_xX,they are having issues with active trader pro imo thinkorswim is far superior,They are having issues with Active Trader Pro. IMO.. @thinkorswim is far superior 🤷‍♂️,aug 15 2023  749 pm utc,0.0,0.0,0.0,0.0,0.0,3,0,0.7351,0,0.7656594514846802
Fidelity,yeah _just rted method on my profile making decent money with this hope it lasts,Yeah _just RTed method on my profile. Making decent money with this. Hope it lasts!.,aug 15 2023  730 pm utc,0.0,0.0,0.33,0.33,0.33,3,1,0.6783,1,0.9554717540740967
Mick777Mick7771,so everybody is talking about this method racheltalkseth_ has posted but you wont mention it,So everybody is talking about this method @RachelTalksETH_ has posted but you wont mention it?????.,aug 15 2023  745 pm utc,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.8026854395866394
ludmyllamaria,the tdbank_us 2023 ready challenge grant program is open  nonprofits  community organizations can apply by sept 3 tdcomcaenabouttdready,The @TDBank_US 2023 Ready Challenge grant program is open - nonprofits / community organizations can apply by Sept 3. td.com/ca/en/about-td/ready-…,aug 15 2023  745 pm utc,0.33,0.0,0.0,0.0,0.67,0,1,0.6486,0,0.7918506860733032
FCLFOrg,will be able to expand the guidance and resources they provide to people across new jersey assisting even more households in achieving homeownership we thank tdbank_us for signing on to this agreement to help revitalize our neighborhood housenj,...will be able to expand the guidance and resources they provide to people across New Jersey assisting even more households in achieving homeownership. We thank @TDBank_US for signing on to this agreement to help revitalize our neighborhood.#HouseNJ,aug 15 2023  721 pm utc,0.0,0.0,0.0,0.0,1.0,6,3,0.882,1,0.9825553894042969
HCDNNJ,from securing safe and affordable homes the network and its members call on all major banks to follow tdbank_uss important lead in forging close relationships with the community development sector network vicepresident  coo sharon barker added td banks critical,...from securing safe and affordable homes. The Network and its members call on all major banks to follow @TDBank_USs important lead in forging close relationships with the community development sector.Network vice-president & COO Sharon Barker added TD Bank’s critical...,aug 15 2023  644 pm utc,0.17,0.0,0.0,0.25,0.58,3,3,0.5719,1,0.5769331455230713
HCDNNJ,news release consumer  housing advocates announce 2 billion community reinvestment act agreement with tdbank_us hcdnnjorgindexphpoption njcitizenaction  hcdnnj announced a 3yr 2bil voluntary cra agreement with td bank americas most convenient bank housenj,NEWS RELEASE📰Consumer & Housing Advocates announce $2 Billion Community Reinvestment Act Agreement with @TDBank_UShcdnnj.org/index.php?option=…@NJCitizenAction & HCDNNJ announced a 3yr $2bil voluntary CRA agreement with TD Bank Americas Most Convenient Bank®.#HouseNJ,aug 15 2023  644 pm utc,0.33,0.0,0.0,0.0,0.67,2,2,0.7506,1,0.5099665522575378
HCDNNJ,just deposited cash to tdbank td bank and literally they would let me withdraw right after bank runnns,Just deposited cash to #TDBANK TD BANK and literally they would let me withdraw right after. Bank runnns?????,aug 15 2023  644 pm utc,0.0,0.0,0.0,0.0,1.0,0,1,0.0,0,0.9016677141189575
Shahboz2030766,u have the info fire or retrain this employee simple,U have the info. Fire or retrain this employee. Simple.,aug 15 2023  557 pm utc,0.0,0.0,0.0,0.0,1.0,-2,0,-0.34,0,0.5843438506126404
billydfitwithme,hmm were not sure why youre unable to dm us on twitter but were looking into it in the meantime you can connect with us through facebook messaging as an alternative no account info please or give us a call at 8887519000 we appreciate your patience  autumn,Hmm were not sure why youre unable to DM us on Twitter but were looking into it. In the meantime you can connect with us through Facebook messaging as an alternative (no account info please!) or give us a call at 888-751-9000. We appreciate your patience! - Autumn,aug 15 2023  539 pm utc,0.14,0.0,0.0,0.43,0.43,2,1,0.4971,0,0.8361478447914124
TDBank_US,dm not going thru full story is in post 3 sections thx,DM not going thru. Full story is in post (3 sections). Thx,aug 15 2023  534 pm utc,0.0,0.0,0.0,0.0,1.0,0,0,0.3612,-1,0.8072025775909424
billydfitwithme,wed like to learn more about this and kindly ask that you send us a message no account numbers please  autumn,Wed like to learn more about this and kindly ask that you send us a message (no account numbers please). - Autumn,aug 15 2023  526 pm utc,0.25,0.0,0.0,0.0,0.75,2,2,0.7003,0,0.9628016948699951
TDBank_US,hello billy we appreciate you bringing this to our attention please send us a dm so we may connect no account numbers tim,Hello Billy we appreciate you bringing this to our attention. Please send us a DM so we may connect. No account numbers. -Tim,aug 15 2023  459 pm utc,0.17,0.0,0.0,0.17,0.67,2,1,0.4215,1,0.9784178137779236
TDBank_US,to go to another branch this woman should not be customerfacing without extensive retraining thank you ill decide how we go forward with banking after my anger quells,to go to another branch. This woman should NOT be customer-facing without extensive retraining. Thank you. I’ll decide how we go forward with banking after my anger quells.,aug 15 2023  458 pm utc,0.0,0.0,0.0,0.2,0.8,-3,0,-0.8229,-1,0.9599289894104004
billydfitwithme,waited to be called noticed the woman was off the phone stood and asked if she could help me she rudely told me to take a seat  no please no thank you no sorry for the delay felt like grammar school asked her if she was my boss now take a seat  really i left,waited to be called. Noticed the woman was off the phone. Stood and asked if she could help me. She rudely told me to “take a seat” - no please no thank you no “sorry for the delay”. Felt like grammar school. Asked her if she was my boss now (take a seat - really?). I left,aug 15 2023  457 pm utc,0.0,0.0,0.12,0.38,0.5,2,0,-0.34,-1,0.8860496878623962
billydfitwithme,went neptune city nj branch this am i have several accounts with td had a very good experience with the teller the debit card on my personal checking was expired so he suggested i go to the desks there were 2 managers there both on the phone i sat down and,Went Neptune City NJ branch this am. I have several accounts with TD. Had a very good experience with the teller. The debit card on my personal checking was expired so he suggested I go to the “desks”. There were 2 “managers” there both on the phone. I sat down and,aug 15 2023  457 pm utc,0.0,0.0,0.0,0.0,1.0,3,0,0.4927,1,0.9475696086883545
TDBank_US,visit our profile and there should be a little envelope icon you can click  no account information please  autumn,Visit our profile and there should be a little envelope icon you can click! :) (No account information please). - Autumn,aug 15 2023  404 pm utc,0.0,0.0,0.0,0.0,1.0,0,0,0.0258,0,0.9754565954208374
billydfitwithme,how to dm not often on this platform,How to dm? Not often on this platform.,aug 15 2023  403 pm utc,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,0.9548458456993103
billydfitwithme,tdbank_us super surly manager at neptune city nj branch spoke rudely told me to take a seat in a tone that made me ask if she was my boss fix these people lots of options for banking americasrudestbank,@TDBank_US super surly manager at Neptune city nj branch. Spoke rudely. Told me to “take a seat” in a tone that made me ask if she was my boss. Fix these people. Lots of options for banking. #americasrudestbank,aug 15 2023  345 pm utc,0.0,0.14,0.0,0.43,0.43,3,1,0.1779,-1,0.9711833596229553
IslandDrover,awesome keeping your eye on the golf ball  not the ball congrats,Awesome keeping your eye on the golf ball …. Not the ball!! #congrats.,aug 15 2023  335 pm utc,0.0,0.0,1.0,0.0,0.0,6,1,0.3235,1,0.9654805660247803
Tdbank100,let me take care of that for you,Let me take care of that for you,aug 15 2023  323 pm utc,0.0,0.0,0.0,0.0,0.0,2,0,0.4939,0,0.7316886186599731
Bornakang,damn i was on her side too but she wrong as hell lmao,Damn I was on her side too but she wrong as hell lmao,aug 13 2023  857 pm utc,0.0,0.0,0.0,0.0,0.0,-6,-3,-0.7935,-1,0.9519468545913696
WeAreEnergyNL,we cant wait till our annual golf tournament next tuesday august 22nd at terranovagolftr thank you to the golf cart sponsors atlantic towing cougarheli and tdbank_us for sponsorship opportunities contact mike at mdalyenergynlca weareenergynl energynl,We can’t wait till our Annual Golf Tournament next Tuesday August 22nd at @TerranovagolfTR.Thank you to the Golf Cart Sponsors Atlantic Towing @CougarHeli and @TDBank_US.For sponsorship opportunities contact Mike at mdaly@energynl.ca.#WeAreEnergyNL #EnergyNL,aug 15 2023  246 pm utc,0.25,0.0,0.5,0.25,0.0,4,1,0.6249,1,0.9927763938903809
TDBank_US,were certain itll be a great time and were thrilled to be part of this event   autumn,Were certain itll be a great time and were thrilled to be part of this event! ⛳ - Autumn,aug 15 2023  248 pm utc,0.5,0.0,0.5,0.0,0.0,9,2,0.8442,1,0.9927749633789062
bostonchamber,join tdbank_us for their event td black business month on thursday august 24 register now to celebrate our regions leading black businesses and hear from rose staram owner and founder of rosemark productions for a fireside chat webcventcomevent1274295f,Join @TDBank_US for their event TD Black Business Month on Thursday August 24.Register now to celebrate our regions leading black businesses and hear from Rose Staram Owner and Founder of Rosemark Productions for a fireside chat.web.cvent.com/event/1274295f…,aug 15 2023  244 pm utc,0.0,0.0,0.0,0.0,1.0,4,2,0.7096,1,0.8223265409469604
CityAwakeBoston,thank you to our fierce urgency of now festival sponsors for making these important conversations possible executive sponsors barrfdn  putnamtoday platinum sponsors proctergamble  tdbank_us fun2023 fierceurgencyofnow myboston,Thank you to our Fierce Urgency of Now Festival sponsors for making these important conversations possible!Executive Sponsors: @BarrFdn & @PutnamTodayPlatinum Sponsors: @ProcterGamble & @TDBank_US#FUN2023 #FierceUrgencyofNow #MyBoston,aug 15 2023  243 pm utc,0.33,0.33,0.0,0.33,0.0,4,1,0.7579,1,0.9825384616851807
HCDNNJ,network president  ceo staciberger signed a historic community reinvestment act agreement today with tdbank_us  njcitizenaction  more details to come housenj,Network President & CEO @staciberger signed a historic Community Reinvestment Act agreement today with @TDBank_US & @NJCitizenAction 👏 more details to come!#HouseNJ,aug 14 2023  420 pm utc,0.0,0.0,0.0,0.0,1.0,1,0,0.4939,1,0.8549663424491882
TomBergeron5,community reinvestment act from td bank includes funding for affordable housing mortgage assistance small business support and other commitments tdbank_us njcitizenaction hcdnnj roinjcom20230814financ,Community Reinvestment Act from TD Bank includes funding for affordable housing mortgage assistance small business support and other commitments.@TDBank_US @NJCitizenAction @HCDNNJroi-nj.com/2023/08/14/financ…,aug 14 2023  126 pm utc,0.0,0.0,0.0,0.0,1.0,2,2,0.4939,0,0.8709004521369934
TDNews_US,parents are expected to spend record amounts for both backtoschool and backtocollege shopping this year but there are ways to get school necessities without going over budget check out these money saving tips bitly45tpnwm nrfnews backtoschool,Parents are expected to spend record amounts for both back-to-school and back-to-college shopping this year but there are ways to get school necessities without going over budget. Check out these money saving tips: bit.ly/45tpNWm @NRFnews #backtoschool,aug 14 2023  123 pm utc,0.33,0.0,0.0,0.33,0.33,0,0,0.0,0,0.820897102355957
TDBank_US,good morning we saw your comment and want to learn more about your concerns please send us a pm so we may assist further no account numbers please kathrynn,Good morning. We saw your comment and want to learn more about your concerns. Please send us a PM so we may assist further. (No account numbers please). -Kathrynn,aug 15 2023  131 pm utc,0.0,0.0,0.0,0.25,0.75,5,0,0.6808,0,0.7665678262710571
jasonperiman,tdbank_us is the absolute worst bank for small business banking stay away do yourself a favor,@TDBank_US is the absolute worst bank for small business banking. Stay away do yourself a favor,aug 15 2023  127 pm utc,0.12,0.25,0.0,0.12,0.5,-1,0,-0.34,-1,0.9830908179283142
NJCitizenAction,were celebrating a 2 billion community investment agreement with hcdnnj and tdbank_us whose voluntary commitment includes affordable housing affordable mortgages and small business lending we urge other banks to follow the standard that tdbank_us has set,Were celebrating a $2 billion community investment agreement with @HCDNNJ and @TDBank_US whose voluntary commitment includes affordable housing affordable mortgages and small business lending. We urge other banks to follow the standard that @TDBank_US has set.,aug 14 2023  432 pm utc,0.12,0.0,0.0,0.0,0.88,6,3,0.8591,1,0.9723860025405884
NJBIZ,today njcitizenaction and the hcdnnj announced a threeyear 2 billion community reinvestment act agreement with tdbank_us njbizcomtdbankannounces,Today @NJCitizenAction and the @HCDNNJ announced a three-year $2 billion Community Reinvestment Act Agreement with @TDBank_US. njbiz.com/td-bank-announces-…,aug 14 2023  758 pm utc,0.0,0.0,0.0,0.0,0.0,1,0,0.4939,0,0.6183208227157593
staciberger,i was so proud to sign this cra commitment of two billion dollars today nj residents  communities deserve resources to ensure everyone can afford to call the garden state home together we can housenj thank you tdbank_us  njcitizenaction for this amazing partnership w us,I was so proud to sign this CRA commitment of TWO BILLION DOLLARS today. NJ residents & communities deserve resources to ensure everyone can afford to call the Garden State home! Together we can #HouseNJ. Thank you @TDBank_US & @NJCitizenAction for this amazing partnership w us!,aug 15 2023  1257 am utc,0.17,0.0,0.17,0.33,0.33,11,5,0.9392,1,0.9924267530441284
