username,tweet_text,date,happy,angry,surprise,sad,fear,afinn,bing,sid,bertweet,bertweet_confidence
jmarion34,hello please send us a dm so we can help no account numbers please ash,aug 6 2023  233 am utc,0.0,0.0,0.0,0.0,1.0,3,0,0.6557,0,0.9484195709228516
TDBank_US,flower  flame dispensary coming to former td bank building near camden county college  42 freeway bitlyundefined cannabis,aug 6 2023  1255 am utc,0.0,0.2,0.2,0.0,0.6,0,0,0.0516,0,0.9703087210655212
CannabisBizNews,thanks to all the runners volunteers and spectators who made the 25th running of the tdb2b10k a day to remember,aug 6 2023  1252 am utc,0.5,0.0,0.0,0.5,0.0,2,0,0.4404,1,0.9907729625701904
TDBank_US,we take these claims seriously and will continue reviewing with you in dm no account numbers please  autumn,aug 5 2023  1142 pm utc,0.0,0.0,0.25,0.0,0.75,0,0,-0.1531,0,0.9458346962928772
TDBank_US,we got your dm and will continue chatting with you there no account numbers please   autumn,aug 5 2023  559 pm utc,0.0,0.0,0.0,0.0,1.0,0,0,0.0258,0,0.8963800072669983
TDBank_US,hey there wed like to learn more about your experience please send us a message no account numbers please  autumn  autumn,aug 5 2023  541 pm utc,0.0,0.0,0.25,0.0,0.75,3,1,0.5994,0,0.8977310657501221
TDBank_US,thanks for taking the time to share your feedback with us josh were so glad to hear that your experience at our nashua store was on par with the legendary service we strive to provide and we look forward to seeing you again soon have a great weekend   autumn,aug 5 2023  257 pm utc,0.67,0.0,0.33,0.0,0.0,9,3,0.9196,1,0.992644190788269
dbeacon_20,terravest tvkto north american construction noato gfl gflto td bank tdto dollarama dolto lightspeed commerce lspdto   tesla tsla amazon amzn alphabet goog copart cprt celanese ce monster beverage mnst livent corp lthm,aug 5 2023  236 pm utc,0.0,0.0,0.0,0.0,1.0,0,-1,0.1779,0,0.9472830295562744
PanoramaIndia,panorama india would like to thank td bank group for being our premium sponsor for our india day 2023 celebrations we appreciate your support    indiaday2023 indiaday2023 azadikaamritmahotsav,aug 5 2023  201 pm utc,0.4,0.0,0.2,0.0,0.4,8,4,0.8555,1,0.9904692769050598
TDBank_US,hey vandhana thank you for your patience with us please try again to send a dm no account information please so that we can discuss this with you further lynette,aug 5 2023  1230 pm utc,0.0,0.0,0.2,0.2,0.6,3,2,0.5994,1,0.6259836554527283
Moee_Kashae,i use to do this at td bank until they started pulling them calls,aug 5 2023  1151 am utc,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,0.7643008232116699
InternetH0F,rnjnews operation helping hand 3rd annual overdose awareness day event to be held at td bank ballpark on aug 26 wrnjradiocomoperationhelp,aug 4 2023  1014 pm utc,0.25,0.0,0.25,0.25,0.25,2,1,0.6597,0,0.8923850655555725
JayEdwardsWrnj,and the td bank transfers,aug 5 2023  903 am utc,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,0.9623586535453796
alotofgoodness,thank you to our generous sponsors td bank amherstburg liuna625 and thewrightmuseum  we also couldnt have done this without our volunteers thank you to everyone who donated items for our silent auction too,aug 5 2023  251 am utc,0.5,0.0,0.0,0.0,0.5,6,4,0.8074,1,0.9915720224380493
Aburgfreedom,td bank is offering me 4,aug 5 2023  246 am utc,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,0.9526336193084717
BobInDeepXRP,hello tylere we would like to learn more about your concern so we can help please send us a dm no account numbers please ash,aug 5 2023  217 am utc,0.0,0.0,0.0,0.2,0.8,5,0,0.7823,0,0.8987389206886292
TDBank_US,current td bank savings rates jaunnewsukcomcurrenttdba,aug 5 2023  214 am utc,0.0,0.0,0.0,0.0,1.0,0,1,0.0,0,0.9706400632858276
EnglishJaun,on god td bank is the fucking worse,aug 5 2023  155 am utc,0.25,0.0,0.25,0.25,0.25,-6,-2,-0.3167,-1,0.982445478439331
IHATEYOUSHEED,man loses 24k in a scam and his bank wont help    he received a text supposedly from jpmorganchase where hes been a customer for 25 years it asked if he authorized a 4000 transfer to a td bank account  heres the scary way the fraud happened bitly3qrg3i8,aug 5 2023  153 am utc,0.0,0.0,0.14,0.14,0.71,-6,-4,-0.9355,-1,0.960097074508667
JoeyCopponi,torontos td bank patch has gotta be in the running for ugliest in the game,aug 4 2023  1120 pm utc,0.0,0.0,0.0,0.0,1.0,0,-1,-0.5859,-1,0.9271855354309082
FBIBoston,following an fbi boston violent crimes task force investigation jalonni shabazz of jamaica plain ma admitted to robbing a td bank in cambridge on 5222 while on supervised release following a 2017 federal conviction for two bank robberies owly547550ps6re,aug 3 2023  511 pm utc,0.0,0.0,0.12,0.38,0.5,-4,-1,-0.5423,0,0.8750755190849304
Villx1n,niggas robbed the td bank while it was kai pulled up,aug 4 2023  842 pm utc,0.0,0.0,0.0,0.0,1.0,-5,0,-0.34,-1,0.8915913105010986
SpecInCanada,specialisterne is partnered with td bank to hire for a data management analyst in toronto  the deadline to apply is august 21st to learn more and apply visit specialisterneapplytojobco specialisterne td recruiting applynow ontariojobs torontojobs analystjobs,aug 1 2023  221 pm utc,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,0.8581423163414001
ACAPSaintJohn,acap saint john is honored to have received a td green space grant from td bank group td_canada and arbor day foundation arborday this grant aims to help communities not only enrich their green spaces but alo help enrich lives of local residents   arborday tdgreenspace,aug 4 2023  741 pm utc,0.25,0.0,0.5,0.0,0.25,8,4,0.8519,1,0.9874169826507568
ChrisCrobert,keep moving the goalposts clown oh heres the td bank on canadas economy  the canadian economy knocked it out of the park with the strongest growth among g7 countries in the first quarter of 2023  do i support trudeau nope  do i call out utter bullst about him yes,aug 4 2023  708 pm utc,0.0,0.0,0.0,0.0,1.0,7,2,0.872,0,0.486101895570755
TDBank_US,hey ant we saw your tweet and would like to learn more please send us a dm so we may discuss further  briana,aug 4 2023  654 pm utc,0.0,0.0,0.25,0.0,0.75,3,1,0.624,0,0.801842212677002
smallworldnotes,small world sundays  torontounion  medusa  presented by td bank canada  sunday august 6 2023 at 6pm edt free event  learn more smallworldmusiccomshowstd,aug 4 2023  634 pm utc,0.5,0.0,0.0,0.0,0.5,1,1,0.5106,0,0.9185023903846741
TDBank_US,thanks for the update mahesh  briana,aug 4 2023  622 pm utc,0.0,0.0,0.0,0.0,0.0,2,0,0.4404,1,0.8334928750991821
carsjam33,if you thought university was tough wait til you see the process to get resp money from td waterhouse into the students td bank account,aug 4 2023  614 pm utc,0.0,0.0,0.25,0.0,0.75,0,1,-0.128,0,0.694999098777771
TDBank_US,hey mahesh if you change your mind and would like to chat further please dm us no account numbers please susie,aug 4 2023  558 pm utc,0.0,0.0,0.4,0.0,0.6,3,1,0.5994,0,0.9355588555335999
TDBank_US,hey there mahesh we want to hear more about your experience and appreciate the time taken to reach out please send us a dm with no account information amber,aug 4 2023  540 pm utc,0.2,0.0,0.2,0.0,0.6,4,1,0.4939,1,0.9070485234260559
DividendDuck,my top dividend payers are  bns scotiabank enb enbridge td td bank,aug 4 2023  539 pm utc,0.0,0.0,0.5,0.0,0.5,2,1,0.2023,1,0.7787814140319824
ACOLExyz,were like 3x worse off then when the  hit the fan for them   td bank is the most shorted bank in the world for a reason   the clock really is ticking,aug 4 2023  509 pm utc,0.0,0.33,0.0,0.33,0.33,2,0,0.1779,-1,0.9209167957305908
MarketManiaCa,wed like to gather more information about this situation g please send us a dm so that we can learn more no account numbers please  christin,aug 4 2023  507 pm utc,0.0,0.0,0.0,0.0,1.0,3,1,0.5584,0,0.9620438814163208
TDBank_US,all the moronic leftists in the legacy media were saying not so long ago that i was a xenophobe and a racist for questioning trudeaus mass immigration policies   now that even globe and mail columnists and td bank economists agree can i get official apologies,aug 4 2023  504 pm utc,0.0,0.0,0.0,0.17,0.83,-3,-2,-0.765,-1,0.9156179428100586
MaximeBernier,good afternoon we take this seriously and want to learn more about your experience please send us a dm with no account details amber,jul 28 2023  514 pm utc,0.0,0.0,0.0,0.0,1.0,4,1,0.3453,0,0.7280097007751465
TDBank_US,we would be happy to speak further with you please send us a dm with no account information amber,aug 4 2023  411 pm utc,0.2,0.0,0.0,0.0,0.8,3,1,0.5859,1,0.9002576470375061
TDBank_US,hey there tylere we take this seriously and want to learn more about your experience please send us a dm with no account information amber,aug 4 2023  408 pm utc,0.0,0.0,0.25,0.0,0.75,1,0,-0.1217,0,0.8702623248100281
TDBank_US,hey there heather we always appreciate our customers feedback and suggestions please send us a dm with no account details and further information amber,aug 4 2023  320 pm utc,0.2,0.0,0.2,0.0,0.6,2,1,0.4215,1,0.9866503477096558
TDBank_US,hey there adanna we take this seriously and want to learn more about your experience please send us a dm with no account information amber,aug 4 2023  300 pm utc,0.0,0.0,0.25,0.0,0.75,1,0,-0.1217,0,0.8408573865890503
AOhakawa,td bank has to be the worst bank  tdbank_us took 100 dollars in charges from me i came to rectify this and i was given only 30 dollars back even elon musk doesnt get charged 100 dollars a month in bank fees this  is fraud td canada,aug 4 2023  255 pm utc,0.33,0.0,0.0,0.17,0.5,-12,-1,-0.8558,-1,0.9800613522529602
AlzheimerDurham,we are so grateful to td bank group for their generous donation through the td ready commitment their support helps fund our social and recreation programs which provide opportunities for people living with dementia to be active and engaged in their communities,aug 4 2023  214 pm utc,0.36,0.0,0.18,0.0,0.45,14,5,0.9737,1,0.9922240972518921
Tvlia1,td bank get on my damn nerves every time i spend my money they block my card after the money done gone off   feel i should got to run up a phone bill calling them,aug 4 2023  213 pm utc,0.0,0.0,0.0,0.0,1.0,-6,-1,-0.7184,-1,0.9769135117530823
bgttibz,my td bank is on what,may 4 2020  854 pm utc,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,0.958905816078186
PressHerald,joan benoit samuelson the founder of the annual beach to beacon and race director dave mcgillivray have helped make the cape elizabeth 10k one of the premier road races in america  pressheraldcom20230803l,aug 3 2023  1215 pm utc,0.0,0.0,0.33,0.33,0.33,0,2,0.0,1,0.7830387949943542
RupertHon_TD,as banking behaviours continue to evolve tdbank_us is making a significant investment into its store network from florida to maine through the next generation nextgen store program retailbanking customerexperience storiestdcomusenarticle,aug 3 2023  504 pm utc,0.17,0.0,0.0,0.17,0.67,1,1,0.2023,1,0.6247456669807434
BizObserverFL,td bank opened a new branch in plant city on saturday and three more branches will be coming to the tampa and sarasota regions by the fall businessobserverflcomnews,aug 4 2023  100 pm utc,0.0,0.0,0.2,0.0,0.8,0,-1,0.0,0,0.8708174228668213
TDNews_US,this weekend marks 25 years of beach2beacon10k and we couldnt be more excited to celebrate watch the inspiring story behind the race when olympic gold medalist joan benoit samuelson decided to give back to the state that had given so much to her bitly43sokyk,aug 3 2023  152 pm utc,0.14,0.0,0.14,0.29,0.43,9,4,0.6716,1,0.9927933216094971
TDBank_US,looks delicious thanks for sharing  ec,aug 4 2023  1259 pm utc,0.0,0.0,0.0,0.0,0.0,2,1,0.8555,1,0.9903296232223511
TDBank_US,good morning kim wed like to learn more about this please feel free to send us a dm with the details to discuss for your security please dont include account information ec,aug 4 2023  1235 pm utc,0.2,0.0,0.0,0.0,0.8,8,3,0.9433,0,0.7924515008926392
ricdame__,following an fbi boston violent crimes task force investigation jalonni shabazz of jamaica plain ma admitted to robbing a td bank in cambridge on 5222 while on supervised release following a 2017 federal conviction for two bank robberies owly547550ps6re,feb 20 2023  907 pm utc,0.0,0.0,0.12,0.38,0.5,-4,-1,-0.5423,0,0.8750755190849304
buggalo_24,cant believe this turned out to be our best lineup of the year,aug 7 2023  442 am utc,0.0,0.0,1.0,0.0,0.0,3,1,0.6369,1,0.9341626763343811
GLaflower,baseball is a strange game ill die on the biggio hill tho,aug 7 2023  230 am utc,0.0,0.0,0.0,0.0,0.0,-6,-2,-0.8176,0,0.6861583590507507
GLaflower,baseball is utterly unpredictablegreat win biggio can be sent away any time bichette dejong schneider and espinal can handle the infield any injuries barger is in buffalo,aug 7 2023  229 am utc,0.0,1.0,0.0,0.0,0.0,4,0,0.6222,1,0.934895932674408
brendankennedy_,td_canada hey i am in hong kong and you locked my credit card agent said cant unlock it until im back in canada in two weeks  do something you morons,aug 7 2023  145 am utc,0.0,0.0,0.5,0.0,0.5,0,-1,0.0772,-1,0.9772934317588806
TD_Canada,hello thank you for joining the conversation please send us a dm so we can chat further and ensure your concern is addressed accordingly jv,aug 7 2023  1254 am utc,0.0,0.0,0.0,0.33,0.67,4,0,0.7506,1,0.7773754000663757
ride80,another l crum cant throw fine is throwing jackpot balls out there off his back foot and defenders nowhere near the sask receivers thank god the nfl is almost here,aug 7 2023  1233 am utc,0.5,0.0,0.5,0.0,0.0,7,2,0.5119,0,0.5017919540405273
TMUMIKEY,i had an old version of the app on my ipad the new app does not have the name td for ipad i deleted it and downloaded the new app,aug 7 2023  1230 am utc,0.0,0.0,0.0,1.0,0.0,0,0,0.0,-1,0.6738196015357971
johnolivermusic,it worked the baseball is amazing,aug 7 2023  1203 am utc,0.0,0.0,0.5,0.0,0.5,4,2,0.5859,1,0.9923271536827087
SOOSOO86456850,take it back right now,aug 6 2023  1054 pm utc,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0.9235854744911194
shmediumgambler,thank you i was losing faith in any common sense,aug 6 2023  1008 pm utc,0.0,0.0,0.33,0.33,0.33,0,1,0.4019,0,0.4469934105873108
UnknownJaysFan,there is no way to set a custom limit,aug 6 2023  1006 pm utc,0.0,0.0,0.5,0.0,0.5,-1,-1,-0.296,-1,0.5142180919647217
ding888888,none of the hitters on the team you like better are producing as well as he is sans bichette you are conflating disappointing with relative disappointment regardless of him having a down year its still statistically better than our other players,aug 6 2023  1002 pm utc,0.0,0.0,0.0,1.0,0.0,2,2,0.4404,0,0.43496260046958923
michaeldsheedy,tomorrow i will call this numbers,aug 6 2023  957 pm utc,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,0.9618692398071289
peterpham681,yes but this number i cant have direct message,aug 6 2023  938 pm utc,0.0,0.0,0.0,0.0,1.0,1,0,0.3182,0,0.6290342807769775
_JohnRich,best lineup in the history of major league baseball,aug 6 2023  918 pm utc,0.0,0.0,0.0,0.0,1.0,3,1,0.6369,1,0.9911265969276428
CanadianGirl991,oh please like fans dont know this let him enjoy his honeymoon period before they catch up to him god knows the fans deserve to watch some decent hitting who knows the rest of these guys could learn something about patience from this guy not just ridiculous swings,aug 6 2023  911 pm utc,0.14,0.14,0.43,0.14,0.14,3,5,0.8809,0,0.5163115859031677
LFGBlueJays,wow this paid off big time,aug 6 2023  910 pm utc,0.0,0.0,1.0,0.0,0.0,5,1,0.5859,1,0.9754852056503296
UnknownJaysFan,literally embarrassed for you,aug 6 2023  909 pm utc,0.0,0.0,0.0,0.0,1.0,-2,0,-0.3612,-1,0.9717825651168823
Jaspreet_D,what a shot in the arm he has been to this squad its like since he got here the rest of them have decided to crank homers too,aug 6 2023  907 pm utc,0.0,0.0,0.0,0.5,0.5,2,1,0.3612,0,0.4953967034816742
TD_Canada,hi peter thanks for bringing this to our attention today wed like to look in to this further for you we invite you to please send us a dm or call us at 18662223456 also for your own security and safety never post personal or confidential informationft,aug 6 2023  904 pm utc,0.0,0.0,0.0,0.14,0.86,7,1,0.91,1,0.6562005877494812
anthonyliegghio,wdym this is a regular occurrence,aug 6 2023  902 pm utc,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,0.8713405132293701
KyleLarkin90,lol when i first saw sandler i thought it might be the scene in billy madison where he says man im glad i called that guy in reference to schneider of course,aug 6 2023  847 pm utc,0.5,0.0,0.0,0.0,0.5,6,1,0.7003,1,0.815461277961731
Jaspreet_D,but seriouslyi was wrong thats why we play the game baseball,aug 6 2023  847 pm utc,0.0,0.0,0.0,0.0,1.0,-2,-1,-0.2617,0,0.8761308193206787
jays4098,yup exactly ive noticed players getting praised one minute then absolutely shit on sad people dont realize that all players go through rough patches like belt at the start of the year everyone was throwing a fit about him but now hes steady theyre human too,aug 6 2023  833 pm utc,0.17,0.0,0.17,0.33,0.33,0,-1,-0.0073,-1,0.5622285008430481
KyleLarkin90,how ya feelin a few hours later,aug 6 2023  829 pm utc,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.9658556580543518
crzcnk2003,well guess you are wrong,aug 6 2023  804 pm utc,0.0,0.0,1.0,0.0,0.0,-2,0,-0.25,-1,0.8498998284339905
rlovell20,yea ill mute you get out of the mentions hating on the king,aug 6 2023  752 pm utc,0.0,0.0,0.33,0.33,0.33,-5,-1,-0.7269,-1,0.9020335674285889
Sandra_L_Sutter,the smile is real cause im going to the td music artist in residence program at macewan university next week i cant wait to learn  share honoured ecstatic its a dream come true thank you td_canada macewanmusic macewanu dreamscometrue musicislife looklistenlearn,aug 6 2023  751 pm utc,0.5,0.0,0.25,0.25,0.0,12,3,0.9477,1,0.9929458498954773
__ONEILL____,i mean a dog for a loonie bud hell of a deal,aug 6 2023  722 pm utc,0.0,0.0,0.0,0.0,0.0,-4,-1,-0.6808,0,0.5712890028953552
Notdonejr,his athleticism is only remarkable for him again guerrero offers no more skill or ability at first than belt or biggio and his weak batting has been replaced beautifully today,aug 6 2023  720 pm utc,0.2,0.0,0.2,0.2,0.4,4,2,0.6969,1,0.552613377571106
MLBSuperFan1974,check the score  lmao,aug 6 2023  718 pm utc,0.0,1.0,0.0,0.0,0.0,4,0,0.5994,0,0.9167683124542236
Belleville542,ok who saw this offensive output coming when this starting lineup was announced,aug 6 2023  718 pm utc,0.0,0.0,0.5,0.5,0.0,0,-1,-0.3182,0,0.846358597278595
Notdonejr,his stats mean nothing when he is not hitting especially failing in clutch situations he is certainly not missed today and truly hasnt contributed much in a very long time way below his averages,aug 6 2023  717 pm utc,0.0,0.17,0.0,0.17,0.67,-4,-2,0.8445,-1,0.9443709254264832
dwiebe99,its been a while since ive seen a kays starting lineup without both bichette and vladdy,aug 6 2023  716 pm utc,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.9338582754135132
SabreBison,doesnt count unless its loonie dog night sadly,aug 6 2023  716 pm utc,0.0,0.0,0.0,0.0,1.0,-2,-1,-0.4215,-1,0.8780760169029236
scottemosher_,i see you forgot to take this down,aug 6 2023  714 pm utc,0.0,1.0,0.0,0.0,0.0,0,0,0.0,-1,0.7377982139587402
UnknownJaysFan,can absolutely work out just like yesterday but like yesterday we may not win the game as much as the sox lose it  i believe taking that risk is unecessary,aug 6 2023  704 pm utc,0.0,0.0,0.25,0.25,0.5,6,2,-0.7437,0,0.8143504858016968
Chronolxgical,just say youre a hater and move on,aug 6 2023  704 pm utc,0.0,0.0,0.0,0.0,0.0,0,-1,-0.4215,-1,0.8959002494812012
UnknownJaysFan,and lolol the guys doing great  im happy for him whats your point  because mines been perfectly clear,aug 6 2023  702 pm utc,0.5,0.0,0.25,0.25,0.0,10,4,0.9393,1,0.9894662499427795
UnknownJaysFan,i agree my point is to tone down the hype because its unsustainable  when he doesnt reach unrealistic expectations many will turn on him  chew him up unfairly o,aug 6 2023  700 pm utc,0.0,0.0,0.67,0.0,0.33,2,-4,0.3455,-1,0.7279890179634094
UnknownJaysFan,i think hell do great my issue is that the hype places unrealistic expectations  hace seen repeatedly those who hype unrealistic expectations are the 1st to turn on  chew up guys when the inevitable happens,aug 6 2023  659 pm utc,0.2,0.0,0.2,0.0,0.6,-1,-6,-0.128,-1,0.5536854267120361
UnknownJaysFan,no lololol nice try  love the guy just know baseball that comment was stupid  have seen you guys chew up guys when they cant sustain your unrealistic expectations,aug 6 2023  657 pm utc,0.5,0.0,0.25,0.0,0.25,3,0,0.34,-1,0.7456928491592407
UnknownJaysFan,exactly  sadly our fanbase has shown they will turn on him at the drop of a hat o look how fast they turned on varsho because wasnt  couldnt do what the jays hyped o,aug 6 2023  654 pm utc,0.0,0.0,1.0,0.0,0.0,-3,0,-0.5994,-1,0.9408080577850342
dougrutherford,i dont know what youre paying davis schneider but it probably aint enough,aug 6 2023  645 pm utc,0.0,0.0,0.0,0.0,1.0,0,1,0.0,-1,0.8368069529533386
bkhfx,bluejays the td_canada symbollogo on the jerseys is way too big it looks awful,aug 6 2023  641 pm utc,0.0,0.0,0.0,0.0,0.0,-2,-1,-0.4588,-1,0.9750528931617737
jays4098,i think the kid is great i just hope people arent too hard on him when he inevitably slows down cant expect a young kid to do everything some of the vets gotta step up too,aug 6 2023  640 pm utc,0.67,0.17,0.0,0.0,0.17,4,-1,0.8072,1,0.7617831230163574
jays4098,totally agree rewarding guys for doing well is so important and can spark more competition not gonna do much if you know youre never gonna get moved down or sit,aug 6 2023  639 pm utc,1.0,0.0,0.0,0.0,0.0,6,3,0.8901,1,0.9440457224845886
jays4098,biggio in any lineup alarms me,aug 6 2023  637 pm utc,0.0,0.0,1.0,0.0,0.0,0,0,-0.2732,-1,0.8626775145530701
GLaflower,6 for his last 6 slump is over getting back to his 350 june average,aug 6 2023  626 pm utc,0.0,0.0,0.0,0.0,1.0,0,-1,0.0,0,0.9507614374160767
GLaflower,right but when they lose its schneiders fault,aug 6 2023  625 pm utc,0.0,0.0,0.0,1.0,0.0,0,-1,-0.7964,-1,0.8857111930847168
michaeldsheedy,hes one of their best hitters statistically and one of their best with risp,aug 6 2023  617 pm utc,0.0,0.0,0.0,0.0,0.0,6,2,0.8555,1,0.9198907613754272
JLCWood2017,hes proven to be far more athletic than many expected at 1st,aug 6 2023  618 pm utc,0.5,0.0,0.0,0.0,0.5,0,1,0.0,1,0.9747002124786377
ship_steward,intel_jakal  id like you to post intel on this asia toc connection dr chutamas vongvorakit anametrics holdings limited  bottom right photo lrosalinda inabore cprivate rjan michael gutierrez responsible for attempted hack of td canada trust edmontonab ties to wcd,aug 6 2023  611 pm utc,0.0,0.0,0.33,0.0,0.67,4,1,0.7351,0,0.9336528182029724
brandonbarr78,could chapman be any less clutch,aug 6 2023  547 pm utc,0.0,0.0,0.0,0.0,1.0,0,0,0.0,-1,0.7596322894096375
GLaflower,seattle is concerning trading their closer seems odd now,aug 6 2023  537 pm utc,0.0,0.0,0.0,1.0,0.0,-2,-1,-0.3182,0,0.6582128405570984
GLaflower,uh oh you used the i word,aug 6 2023  536 pm utc,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0,0.5672692656517029
brian_eiteneier,finally sitting  mr pop up specialist,aug 6 2023  535 pm utc,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,0.9212868809700012
FotographyIn,jays suck go for the sweep  boys,aug 6 2023  532 pm utc,0.0,0.0,0.0,0.0,0.0,-3,-1,-0.4404,-1,0.9784744381904602
