username,tweet_text,date,happy,angry,surprise,sad,fear,afinn,bing,sid,bertweet,bertweet_confidence
adrielmontejan0,dont hit her back like all these people are saying lol when the cops come youll always be looked at as the aggressor it just isnt worth it id say record her doing it or any injuries and break up with her brother if anybody lays their hands on you they dont love you fr,aug 2 2023  929 pm utc,0.2,0.2,0.4,0.0,0.2,10,1,-0.1366,-1,0.939939022064209
spacimist,lol thats as close as hes been,aug 2 2023  929 pm utc,1.0,0.0,0.0,0.0,0.0,3,0,0.4215,0,0.8492773771286011
16vlover,bratz fist collab being with a non black celebrity isnt sitting right in my spirit  just dont seem right lol,aug 2 2023  929 pm utc,0.0,0.5,0.0,0.5,0.0,4,1,-0.1611,-1,0.9492844939231873
curlybeviie,somebody ordered a mechanic  lol,aug 2 2023  1256 am utc,0.0,0.0,0.0,0.0,0.0,3,0,0.4215,0,0.9172214269638062
littleleaflings,happy yaoi day to these two specifically lol,aug 1 2023  829 pm utc,1.0,0.0,0.0,0.0,0.0,6,1,0.7579,1,0.9912047982215881
SosoTakeMyHeart,lol you will be alright,aug 2 2023  929 pm utc,0.0,0.0,0.0,0.0,0.0,3,0,0.5859,1,0.8247076869010925
lucasjcanning,very marie antoinetteish just like do ___ already gosh  zero consideration of the inputs to make a man so effing moody and bratty lol  ill give you half a point in the subsequent fka tweet for lifting an elder thaddeus book title to continue your argument that was good,aug 2 2023  929 pm utc,0.0,0.12,0.12,0.38,0.38,5,1,-0.0442,-1,0.6473326086997986
Em_Dee17,shoulda shoved that stick up his bum lol,aug 2 2023  929 pm utc,0.0,0.0,0.0,0.5,0.5,3,-1,0.4215,-1,0.9246066808700562
jbjammin34,is this real lol,aug 2 2023  929 pm utc,0.0,0.0,0.0,1.0,0.0,3,0,0.4215,0,0.8112376928329468
ChristineYamat2,lol the first one i dont need all those monitors the lines will anger me,aug 2 2023  929 pm utc,0.0,0.0,0.0,0.5,0.5,0,-1,-0.2263,-1,0.9064733982086182
Zenjedi2,you still polling in the single digits lol not my concern,aug 2 2023  929 pm utc,0.0,0.0,0.0,1.0,0.0,3,-1,0.4215,-1,0.8447462320327759
Franeb,soldiers dey leak document cos dem no want be scapegoat for useless war youre here talking about treason  soldiers that you feed 1000 naira per day are refusing to fight but one idiot is somewhere talking about clout on social media  lol,aug 2 2023  140 pm utc,0.25,0.0,0.0,0.5,0.25,-13,-6,-0.8934,-1,0.9248155355453491
DijahSB,being gay is against your religion but violence and murder isnt lol,aug 1 2023  224 pm utc,1.0,0.0,0.0,0.0,0.0,-2,-1,-0.9531,-1,0.8462201356887817
kiingmoney1,but he said to pie a stranger mf pied 3 he should have 3 new phones lol,aug 2 2023  929 pm utc,0.0,0.0,0.0,0.0,0.0,3,-1,0.5719,-1,0.6921218633651733
PriceHamilton9,something about a country night a bottle of jack and a 12 pack that just makes you wanna see what stuff does lol,aug 2 2023  929 pm utc,0.0,0.25,0.0,0.75,0.0,3,0,0.4215,1,0.645558774471283
limitlessjest,is this real lol newyorkercomhumordailysh,aug 2 2023  439 pm utc,0.0,0.0,0.0,1.0,0.0,3,0,0.4215,0,0.7913346886634827
howdycookies,youre so close and yet i have covid lol  so alas am in my denton apartment hiding out,aug 2 2023  929 pm utc,0.5,0.5,0.0,0.0,0.0,1,0,-0.2827,-1,0.6722729802131653
JoelWBerry,lol his ranger training,aug 2 2023  929 pm utc,0.0,0.0,1.0,0.0,0.0,3,0,0.4215,0,0.8916828632354736
RepJasonCrow,lol  aftersun so you guys can insult her  twist her words when she says something you dont like,aug 1 2023  954 pm utc,0.0,1.0,0.0,0.0,0.0,3,-1,-0.3839,-1,0.805363118648529
holloe16,lol i ate her up on bites the dust and by you though,aug 2 2023  929 pm utc,0.0,0.5,0.0,0.0,0.5,3,-1,0.4215,0,0.8913875222206116
sanaravishing,thats because these other celebs dont give a fuck about what these abusers do as long as they can still line their pockets not rocket science lol,aug 1 2023  641 pm utc,0.25,0.0,0.0,0.0,0.75,-1,-1,-0.4735,-1,0.9451393485069275
prismaeya,couldnt this technically be an idol irl streamer or does she specifically say vtuber at some point i guess costume reveal sounds like vtuber but lol,aug 2 2023  929 pm utc,0.0,0.0,0.6,0.2,0.2,5,2,0.6652,0,0.9607334136962891
Timcast,lol  strongly worded tweets thats what the people voted for,aug 2 2023  107 pm utc,0.0,1.0,0.0,0.0,0.0,3,0,0.5994,0,0.7594703435897827
Brandon6918,lol am telling you,aug 2 2023  929 pm utc,0.0,0.0,0.0,1.0,0.0,3,0,0.4215,0,0.7654101848602295
Ro_Bin_Lee,lol relax and stop swearing,aug 2 2023  929 pm utc,0.0,0.5,0.0,0.0,0.5,0,0,0.3612,0,0.7677633762359619
ReaperB45188,13 year old lol,aug 2 2023  929 pm utc,0.0,0.0,0.0,0.0,0.0,3,0,0.4215,0,0.8321524858474731
Youngsol999,people are going to scroll past cause its not their favorite artist or streamer talking about it lol this world is annoying,aug 2 2023  929 pm utc,0.33,0.0,0.0,0.67,0.0,3,0,-0.3356,-1,0.9598435163497925
QueenofMorioh,ooc   it is just one of those days i feel like utter shit lol,aug 2 2023  929 pm utc,0.5,0.0,0.5,0.0,0.0,1,0,0.1779,-1,0.9699053764343262
Ghos1e,btw if u like me its ok to talk to me   idk if u want to maybe once in awhile or something haha idk it would b cool tho lol,aug 2 2023  929 pm utc,1.0,0.0,0.0,0.0,0.0,10,2,0.8834,1,0.8823534846305847
Ghos1e,lol awww such naivety,aug 2 2023  843 pm utc,0.0,0.0,0.0,0.0,0.0,3,0,0.4215,-1,0.5791923999786377
_juanmanarmy,he literally cant throw over the middle of the field lol idk why folks thought he was going to transform into a mixed drew brees with sean payton lol,aug 2 2023  929 pm utc,0.0,0.0,0.0,0.0,1.0,6,0,0.6369,-1,0.8686197400093079
SpyroKush,holy shit lol,aug 2 2023  929 pm utc,0.0,0.0,1.0,0.0,0.0,-1,0,-0.2023,0,0.4826962947845459
DailyBroncos,at this point i know not to get attached also i am a fan and somehow didnt remember she was in this so i have assumptions lol,aug 2 2023  616 pm utc,0.5,0.0,0.5,0.0,0.0,6,0,0.6557,0,0.8988113403320312
DewFuel,its 3pm lol,aug 2 2023  929 pm utc,0.0,0.0,0.0,0.0,0.0,3,0,0.4215,0,0.8045547604560852
TVandDinners,41 out of the 47 ministers appointed by tinubu are career politicians who have been pencilled down for one crime or another  this is the human they told us knows how to pick good brains lol,aug 2 2023  929 pm utc,0.0,0.0,0.0,1.0,0.0,3,0,0.296,-1,0.5071154832839966
MudArcade,pences clown showhed prob get booed off the stage in trump country so he goes to some backyard barn in indiana for some relevancy lol,aug 2 2023  929 pm utc,0.0,0.0,0.67,0.0,0.33,3,1,0.4215,-1,0.9577895402908325
von_Bismack,the season has ended even before it started lol,aug 2 2023  604 pm utc,0.0,0.0,0.0,0.0,1.0,3,0,0.4215,-1,0.5758606195449829
Mroyn03Marc,no i wanna send him a screenshot but ion know dah nigga lol,aug 2 2023  929 pm utc,0.0,0.0,0.0,0.5,0.5,2,0,0.4767,0,0.6731382608413696
itsdaviiestweet,lol i only own rep  eras tour merch  some vinyls  love deluxe but thats it,aug 2 2023  929 pm utc,1.0,0.0,0.0,0.0,0.0,6,1,0.5423,0,0.6583876609802246
Aliyubursar_,fair enough im not expecting the white sox to beat the rangers tonight but if cease is on the mound certainly it could be a competitive ballgame just one game maybe the white sox will get lucky tonight lol,aug 2 2023  929 pm utc,0.14,0.29,0.29,0.0,0.29,10,4,0.9217,0,0.5854893326759338
Adcringswift,idk i just really needed to draw perona again lol onepiece perona,aug 2 2023  929 pm utc,0.0,0.0,0.0,0.0,1.0,3,0,0.34,1,0.6391474008560181
iBeSuckaFree,that  no feature part by the reporter was a shot too lol,aug 2 2023  929 pm utc,0.0,0.0,0.0,0.0,0.0,2,0,0.1531,0,0.8936753869056702
OhhMar24,lol yeah thats what im saying,aug 2 2023  508 pm utc,0.0,0.0,0.0,0.0,0.0,4,0,0.6124,0,0.6213691830635071
Olaleyeolamide5,feel ike hes been the favorite from what ive seen  hes prob the best out of this list from what ive seen lol,aug 2 2023  929 pm utc,1.0,0.0,0.0,0.0,0.0,8,2,0.875,1,0.9442106485366821
wangjunkaist,lol this will be a huge mistake,aug 2 2023  929 pm utc,0.0,0.0,0.0,0.0,0.0,2,-1,0.4019,-1,0.9305210113525391
timwilliamsart,surreee or just that no one cared about your childish rant and boycotting twitter lol,aug 2 2023  731 pm utc,0.0,0.33,0.0,0.67,0.0,-5,-2,-0.4404,-1,0.9181090593338013
pjbjhvfuuyu77,if youre thinking about seeking validation for what you deem to be an injustice during this venus rxdont lol,aug 2 2023  929 pm utc,0.0,0.0,0.0,0.0,0.0,1,-1,-0.2263,0,0.5893696546554565
MAGAMichelleS69,night fuck around and make a nsfw twitter bc i feel bad posting that stuff on here lol yes or no,aug 2 2023  929 pm utc,0.25,0.25,0.0,0.5,0.0,-4,-2,-0.5719,0,0.5788949131965637
sagistarbb,i sent the sketch of callum to a friend and they thought it was oscar  why did you give him a haircut lol,aug 2 2023  1256 pm utc,0.5,0.0,0.0,0.0,0.5,3,0,0.7184,0,0.9456825256347656
alienn_m0mm,thank you because i was not going to google it lol,aug 2 2023  929 pm utc,0.0,0.0,0.0,0.0,0.0,5,1,0.6486,1,0.7446118593215942
Chaikachi,i think they right lol somebody said maryland has the best quality for straight up seafood and louisiana has the better seafood dishes outside of blue crabs send me to down south lol,aug 2 2023  929 pm utc,0.0,0.0,0.0,0.67,0.33,12,3,0.9274,1,0.9438258409500122
javeauriel,lol every charge brought yesterday will be thrown out by the supreme court of the united states its protected under the first amendment its political speech he can lie all he wants just like jamie raskin and schiff,aug 2 2023  929 pm utc,0.4,0.0,0.0,0.4,0.2,7,1,0.9274,-1,0.7298976182937622
max_bath,we dont buy pepsi we just sell coke lol,aug 2 2023  929 pm utc,0.0,0.0,0.0,0.0,0.0,3,0,0.4215,0,0.8979136347770691
Jamadon26,who put this graphic together lol cuz yall know this was petty just say she was the first in the w to do it,aug 2 2023  929 pm utc,0.0,0.0,0.0,1.0,0.0,3,-1,0.25,-1,0.7571317553520203
MamaMyron,what you said was irrelevant cause none of that justify buying kidnapping raping and killing torturing slaves or did the africans tell them to do that aswell  and lol lies again majority was kidnapped when you in chains dragged from family on a boat with no water n food,aug 2 2023  929 pm utc,0.0,0.0,0.33,0.17,0.5,-6,-7,-0.9485,-1,0.9680919647216797
von_Bismack,41 out of the 47 ministers appointed by tinubu are career politicians who have been pencilled down for one crime or another  this is the human they told us knows how to pick good brains lol,aug 2 2023  604 pm utc,0.0,0.0,0.0,1.0,0.0,3,0,0.296,-1,0.5071154832839966
JustDustin14,lol the warriors only could play the lakers in preseason games aye every year since 2018 they have 24 games against the lakers    but them bron fangirls and curry haters swear jesus off the cross steph not on bron level,aug 2 2023  929 pm utc,0.0,0.67,0.0,0.0,0.33,-1,-1,-0.4588,0,0.5824916362762451
TheWarriorsTalk,lol betting the under in your own game is crazy,aug 2 2023  606 pm utc,0.0,0.0,0.0,0.0,1.0,1,-1,0.1027,0,0.6553987860679626
cjbland6,i think its so disappointing that my mom doesnt reach out at all to see my daughter she was never a maternal figure towards me but atleast your grandchild  i will truly fall out with whoever over my kid immediately after i tell her about herself lol,aug 2 2023  929 pm utc,0.5,0.0,0.0,0.5,0.0,2,-2,0.7145,-1,0.9695573449134827
haroldslater,she didnt have chance lol i straight up and hugged her a bit too tight before i cried otherwise i would have,aug 2 2023  929 pm utc,0.0,0.0,0.0,0.0,1.0,4,0,-0.2668,0,0.7673829197883606
neverreallyria,i really hope our girl zoe saldana comes back again somehow either for another guardians movie or tv show even if they never become romantically involved like in the comics i still need more scenes of adam warlock  gamora together  gotg3 wasnt nearly enough for me lol,aug 2 2023  929 pm utc,0.0,0.0,0.33,0.0,0.67,7,3,0.732,1,0.9745774269104004
pyrsq,the reason is he high as fuck lol,aug 2 2023  929 pm utc,0.33,0.0,0.0,0.33,0.33,-1,-1,-0.1779,-1,0.8070917129516602
goosekylo,please lol,aug 2 2023  929 pm utc,0.0,0.0,0.0,0.0,0.0,4,0,0.6249,0,0.7755313515663147
thebenzgirl,we arent idiots lol the fix was in and we know it and so do you which is why you are trying so hard to make light of the discrepancys that should never have happened and wouldnt happen against the dems we are sick and tired of this bs,aug 2 2023  929 pm utc,0.0,0.33,0.0,0.67,0.0,-2,-5,-0.8555,-1,0.9508909583091736
SharonC04357656,deeez nuts aha got yalll if u fell for that come on now lol lmfao aha got u all,aug 2 2023  929 pm utc,0.0,0.33,0.67,0.0,0.0,4,-1,0.6124,0,0.7304248213768005
SHAQ,i meant but idk how my keyboard got 6 lol,sep 4 2009  357 am utc,0.0,0.0,0.0,0.0,0.0,3,0,0.4767,0,0.8750342130661011
gianniD1309,barbie was the first doll to expose children to soft nudity and were just promoting the hell out of it for being woke lol,aug 2 2023  929 pm utc,0.0,0.0,0.0,0.0,0.0,-1,0,-0.2263,-1,0.8046932816505432
SvgiTsusquanvni,bbn groups of hypocrites lol you lots cant fool me,aug 2 2023  929 pm utc,0.0,0.0,0.5,0.5,0.0,1,-2,0.6377,-1,0.9724166989326477
BCS456,lol if you wanna talk it out feel free to dm and i can give my advice,aug 2 2023  929 pm utc,0.25,0.0,0.0,0.25,0.5,4,1,0.7269,0,0.6770688891410828
TelfordMk4,lol what a shocker chalk another one up for the conspiracy theorists,aug 2 2023  929 pm utc,0.0,0.0,1.0,0.0,0.0,0,-1,-0.296,-1,0.6591190099716187
CNN,he played two more games lol look it up,aug 2 2023  520 pm utc,0.0,0.0,0.0,0.0,1.0,3,0,0.6682,0,0.9599364399909973
RichieLaw1993,you are talking about jack smith lol this guy has already had his butt handed to him by the courts twice for the shady crap he pulls,aug 2 2023  929 pm utc,0.0,0.0,0.33,0.33,0.33,0,-2,0.0516,-1,0.9687962532043457
ShiroNailo,lol do you really have to ask that the  numbers dont lie and have been pretty consistent trump2024,aug 2 2023  929 pm utc,0.5,0.0,0.0,0.0,0.5,4,1,0.7184,0,0.7248813509941101
IMBoutDaTLyf3,he didnt have either of those guys in 2018 lol and in 2019 mike miller got more wins then he did in like 90 games fizdale might be the worst coach of all time,aug 2 2023  929 pm utc,0.0,0.0,0.0,1.0,0.0,6,1,0.6361,-1,0.9598420858383179
franktank15,oh it was incredibly funny at multiple points lol absolutely worth the watch,aug 2 2023  929 pm utc,0.0,0.0,0.5,0.0,0.5,9,1,0.8012,1,0.9885772466659546
Hdi5711,so does dustin with many people there lol,aug 2 2023  929 pm utc,0.0,0.0,0.0,0.0,0.0,3,0,0.4215,0,0.9351376295089722
Strive4rLife,does anyone know if the aliens suck toes lol,aug 2 2023  929 pm utc,0.0,0.0,0.0,0.0,1.0,0,-1,-0.0258,0,0.6067525148391724
glockinmyspiel,fuck it heres the rest lol,aug 2 2023  817 pm utc,1.0,0.0,0.0,0.0,0.0,-1,-1,-0.1779,0,0.7634809017181396
Kairito10,just a reminder that the stupid documentary an inconvenient truth by al gorenone of the things he said came true lol,aug 2 2023  600 pm utc,0.0,0.0,1.0,0.0,0.0,-1,-1,0.2732,-1,0.9199461340904236
liz_churchill10,lol rudy sydney lin woodall total cringe worthy embarrassments  ive been reading that todays show is an absolute scorched earth masterclassand i am here for it,aug 2 2023  504 am utc,0.0,0.0,0.33,0.33,0.33,5,0,0.4588,-1,0.7673434615135193
D_LopezMBE,people really think leadership doesnt make a difference in the direction of an organization lol its literally what sets the foundation for everything else in sports business education etc,aug 2 2023  929 pm utc,0.0,0.0,0.0,0.33,0.67,3,0,0.4215,0,0.8808842897415161
gnett_williams,lol i know,aug 2 2023  929 pm utc,0.0,0.0,0.0,0.0,0.0,3,0,0.4215,0,0.6435197591781616
ElonMuskSuckz,lol just off route 9 by the stop n save,aug 2 2023  929 pm utc,0.0,0.0,0.0,0.0,0.0,4,0,0.5859,0,0.8589622378349304
Halyeey16,too many namesnobody talks about cherki or kudus anymore lol i rather get amrabat instead of tyler as caicedos alternative,aug 2 2023  929 pm utc,0.0,0.0,0.0,0.0,1.0,3,0,0.4215,0,0.5108712911605835
eruheimu,but if everything being a single canon is what would make fans and most importantly takahashi himself happy then he should do what he wants ill obviously still support his works regardless lol im curious what makes you want everything being canon,aug 2 2023  929 pm utc,0.2,0.0,0.2,0.4,0.2,8,4,0.9468,1,0.6259239912033081
JOHNIIIIZ,the same wizkid that had a show at tottenham days ago is already selling out another one but  will tell you tottenham wasnt sold out lol enkr,aug 2 2023  324 pm utc,1.0,0.0,0.0,0.0,0.0,3,0,-0.4585,0,0.826203465461731
screaminrun,yall acting like wanting to date someone with the intention of growing old with them is some type of weird thing why else would i date someone lol,aug 2 2023  929 pm utc,0.0,0.0,0.0,0.0,1.0,4,0,0.6486,0,0.647089958190918
imaacookiee,heyyy how are you  still waiting for everything to go smoothly its kind of a mess lol,aug 2 2023  929 pm utc,0.33,0.33,0.33,0.0,0.0,3,0,0.0018,0,0.5481919646263123
Price1_Xx302xX,you cant make me uncomfortable i found it funny is all i didnt get it at first if you ever make me feel uncomfortable ill delete my twitter account lol any of you because its impossible  ill call myself out to prove a point if you havent noticed,aug 2 2023  929 pm utc,0.0,0.0,0.4,0.3,0.3,-1,-4,0.5374,-1,0.7650924921035767
DionShield,fuslie reads her dms on how ludwig got her and sykkuno to enter pogchamps chess tournament  sykkuno thats literally what he told me too and he said you were in it so i thought it was casual lol,aug 2 2023  915 pm utc,0.0,0.0,0.5,0.5,0.0,3,0,0.5574,0,0.6408815383911133
AshhV_,money really doesnt mean anything to me  i think thats my problem lol,aug 2 2023  929 pm utc,0.0,0.0,0.0,0.0,1.0,1,-1,0.0258,-1,0.8729634881019592
EhyOwie,lol we are plenty,aug 2 2023  929 pm utc,0.0,0.0,0.0,0.0,0.0,3,0,0.4215,1,0.7540268898010254
ItzMothmanAgain,you kidding me hes probably never layed eyes on his daddy in his life lol,aug 2 2023  929 pm utc,0.33,0.0,0.0,0.0,0.67,3,0,0.4939,-1,0.9177687168121338
JonsLongs,lol on god you my fav bama fan idk why the rest cant be like you smh,aug 2 2023  801 pm utc,0.0,0.0,1.0,0.0,0.0,9,2,0.6586,1,0.9390648603439331
R_pugh81,the sir perhaps shes probably just a southern queen if she use the last two dont take it to heart lol,aug 2 2023  926 pm utc,0.0,0.0,0.0,0.5,0.5,3,0,0.4215,0,0.9087871313095093
smorgasbordgie,i love how they straight up acknowledge that the state party is shit but also that there going to do fuck all about it lol,aug 2 2023  929 pm utc,0.5,0.0,0.25,0.25,0.0,-1,-1,0.1406,-1,0.7417625188827515
MorganD48598621,lol  shitsburgh fans saying  browns is the browns will always b very very comical,aug 2 2023  929 pm utc,0.0,0.0,0.0,1.0,0.0,3,0,0.4215,0,0.5762735605239868
fallencupid_,when a white person says the same to you youll cry foul and say its racism lol ungrateful lots,aug 2 2023  921 pm utc,0.0,0.0,0.0,0.67,0.33,-1,-4,-0.8126,-1,0.9469591379165649
pat_meow,he be saying shit and i just cannot imagine how a whole grown woman would fall into the trap of romantic love here it has got to be peak delusion bc aint no way lol,aug 2 2023  949 am utc,0.5,0.0,0.5,0.0,0.0,0,-2,0.1421,-1,0.9603027105331421
3Ddoritosilo,never heard of them im curious now lol,aug 2 2023  929 pm utc,0.0,0.0,1.0,0.0,0.0,4,0,0.6249,1,0.5476157665252686
rob49up,really all of you just saw the cursed camel am i the only one that spotted the sand lol  goat for a reason hehe,aug 2 2023  150 am utc,0.0,0.33,0.0,0.33,0.33,3,-1,0.4215,0,0.7884988784790039
cosmiczulshi,bautista is so freaking good lol,aug 2 2023  929 pm utc,0.0,0.0,0.0,0.0,0.0,6,0,0.3871,1,0.9914460182189941
docm77,i bet on it not lasting like what 5 monthes pretty sure it didnt lol,aug 2 2023  929 pm utc,0.5,0.0,0.0,0.0,0.5,6,2,0.2635,0,0.6208313703536987
docm77,communist vegan pro lgbtq  lol think i see the issue here,aug 2 2023  926 pm utc,0.0,0.0,0.0,0.0,1.0,3,-1,0.4215,-1,0.7684310674667358
MLB,bopeebo fnf alt fnfalt fnfmod fnf i updated it a lil bit lol,aug 2 2023  903 pm utc,0.0,0.0,0.0,0.0,0.0,3,0,0.4215,0,0.7561034560203552
Harrisonpolitcs,i never care about shipping lol,aug 2 2023  929 pm utc,0.0,0.0,0.0,0.0,0.0,5,0,0.0444,-1,0.5859756469726562
Dangofavour333,omggg youre making me want to get part of this series too lol,aug 2 2023  929 pm utc,0.0,0.0,0.0,1.0,0.0,4,0,0.4767,1,0.9766082763671875
uneedjesuslol,history meme japan anime  very interesting events unfolded to the creation of hentai lol,aug 1 2023  1008 pm utc,0.5,0.0,0.0,0.0,0.5,5,1,0.7841,1,0.6966891884803772
Dentalgiorgio,i thought about that too  it makes sense but started getting technical like they didnt if they ate the eggs that they brokelol but yea regardless i think its 4,oct 17 2022  1148 am utc,0.0,0.0,0.0,0.25,0.75,2,1,0.5023,0,0.929193377494812
Priiince_Novaaa,they are going to ask for the source soon lol,aug 2 2023  929 pm utc,0.0,0.0,0.0,0.0,0.0,3,0,0.4215,0,0.9403408765792847
HumansNoContext,she asked a question and the tl provided the answer lol,aug 2 2023  144 am utc,0.0,0.0,0.0,0.0,1.0,3,0,0.4215,0,0.7955443859100342
RenegadeNole85,how far back you gotta go lol charge your phone sun belt level crop job,aug 2 2023  927 pm utc,0.5,0.0,0.0,0.0,0.5,3,0,0.4215,0,0.946536123752594
BravesMaddie,if anything they shouldnt be calling no organization low class and shady lol,aug 2 2023  929 pm utc,0.0,0.0,0.5,0.5,0.0,2,-1,0.3794,-1,0.9302003383636475
KathrynKru89671,lol they look like the swans in swan lake,aug 2 2023  929 pm utc,0.0,0.0,0.0,0.0,0.0,5,1,0.6486,0,0.7373302578926086
glockinmyspiel,does anyone know if the aliens suck toes lol,aug 2 2023  817 pm utc,0.0,0.0,0.0,0.0,1.0,0,-1,-0.0258,0,0.6067525148391724
philly_isaac,lol full context on the dude who ran on the field tonight,aug 2 2023  500 am utc,0.0,0.0,0.0,0.0,1.0,3,0,0.4215,0,0.9509634971618652
sparxsiris,seems fitting lol,aug 2 2023  929 pm utc,1.0,0.0,0.0,0.0,0.0,3,0,0.4215,0,0.5615312457084656
OTP_LoL,lol he was already ahead of schedule why rush him out now rangers straightuptx,jul 30 2023  356 pm utc,0.5,0.0,0.5,0.0,0.0,3,0,0.4215,0,0.847711443901062
ohlaboday,massive report  block  just this kind of delusional and obsessed shipper even to create his own reality where he would need a company for something when he literally chose anything other than the company lol   nitternet4jimies21  nitternetsxypjs21,aug 2 2023  929 pm utc,1.0,0.0,0.0,0.0,0.0,6,-1,0.0772,-1,0.9470276236534119
Evan_P_Grant,i do the same lol,aug 2 2023  917 pm utc,0.0,0.0,0.0,0.0,0.0,3,0,0.4215,0,0.88009113073349
reportforthv,ive only been popped once before on twitter for music in a video that wasnt even mine lol,aug 2 2023  917 pm utc,0.0,0.0,0.0,1.0,0.0,3,0,-0.3252,0,0.9223988652229309
TheVikkiVerse,feel free to slide in my dms as well at this rate i might just host a class lol,aug 2 2023  929 pm utc,0.33,0.0,0.33,0.0,0.33,4,2,0.802,0,0.7711927890777588
sebshe,cause we gon look each time lol,aug 2 2023  929 pm utc,0.0,0.0,0.0,0.0,0.0,3,0,0.4215,0,0.9445873498916626
ChickenMeChanga,that spot would make me feel better now lol,aug 2 2023  929 pm utc,0.0,0.0,0.0,0.5,0.5,5,1,0.6908,1,0.9561229944229126
EarthyArchetype,lol me either,aug 2 2023  728 pm utc,0.0,0.0,0.0,0.0,0.0,3,0,0.4215,0,0.759050190448761
