username,tweet_text,date,happy,angry,surprise,sad,fear,afinn,bing,sid,bertweet,bertweet_confidence
CdnMortgageNews,scotiabank is back after intentionally slowing its mortgage portfolio last year due to funding constraints the bank is making waves with its latest competitive pricing bringing back greater product choice for brokers and their clients canadianmortgagetrendscom2,jul 31 2023  1144 pm utc,0.0,0.12,0.0,0.25,0.62,5,1,0.4939,1,0.9031422138214111
schtev69,scotiabank total myth that canadas gdp and employment are being driven by immigration   overwhelming share of job gains have not gone to newcomers   cdnecon cdnpoli bnnbloombergcavideototal,jul 31 2023  706 pm utc,0.0,0.0,0.0,0.0,1.0,2,-1,0.5574,-1,0.49406692385673523
Pruthvik1999,attention   ive been a loyal customer of scotiabank for over 4 years but the way theyve handled my credit card limit increase request is unacceptable no help no appointment booking and blatant discrimination  scotiabank discrimination,jul 31 2023  1120 pm utc,0.25,0.0,0.25,0.0,0.5,2,-4,0.3291,-1,0.9787207841873169
garius,in early 1999 zip2 the newspaper online directory service musk had cofounded was sold to compaq for 300m elons share of this was about 20m  elon begins hitting up old connections from his time at scotiabank  he says he wants to launch a financial superstore,jul 25 2023  1157 am utc,0.0,1.0,0.0,0.0,0.0,1,0,0.296,0,0.9408009052276611
geoeconomic10,scotiabank posted rates   bullish    share ur best rates below,jul 31 2023  1217 am utc,0.0,0.0,0.0,0.0,0.0,4,2,0.7506,0,0.8975278735160828
mhszladii,im selling drake its all blur tour tickets   _4x for  scotiabank arena toronto on ca  dm me for more details draketickets drakeand21savage itsallablurtour draketickets drakesongs drakemood drakeconcert concert draketour 21savage,jul 31 2023  1040 pm utc,0.0,0.0,0.0,0.0,1.0,0,-1,0.0,0,0.9019020199775696
jobsminusf,data engineer  scotiabank at scarborough canada itjobs techishiring jobsfcomjobdataengineer,jul 31 2023  612 pm utc,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,0.9543880224227905
WeeMagee1,drake and 21 savage tickets  scotiabank arena  ticketscentercom  this is disgusting this guys fan base cant afford to even see him as rich as he is how does he justify this ticketscentercomtickets,jul 31 2023  1003 pm utc,0.0,0.0,0.0,0.33,0.67,2,0,-0.128,-1,0.9717077016830444
crlb__,need that scotiabank amex,jul 31 2023  726 pm utc,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.9345676302909851
RotoDynamite,in the past month ive debanked scotiabank and ditched my smart phone service  im reading more and paying less fees for bad serviceso i figure ive got that going for me,jul 31 2023  754 pm utc,0.0,0.0,0.0,1.0,0.0,-2,0,-0.1372,1,0.5251328349113464
teheadam,im not ready for scotiabank sos,jul 31 2023  929 pm utc,1.0,0.0,0.0,0.0,0.0,0,1,-0.2755,-1,0.93938809633255
fearlessly_tia,scotiabank arena would loveee to have you oliviarodrigo,jul 31 2023  923 pm utc,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,0.9912216663360596
__Emilykelly_,selling of my 2 floor drake tour tickets for oct7scotiabank arena 40 bay street waytoronto onm5j 2x2 section 302 row 6  hmu if interested in them drakeconcert toronto draketoronto,jul 31 2023  902 pm utc,0.33,0.0,0.33,0.33,0.0,2,0,0.4019,0,0.8886922597885132
mcelotto,scotiabankhelps is there any was to set up card in google pay without downloading the scotiabank app  i dont use the app when i try to use the roll free option the number just rings,jul 31 2023  858 pm utc,0.33,0.0,0.0,0.0,0.67,0,1,0.4939,0,0.9320483803749084
Our_Today_News,watch  live life to its fullest with scotiabank jamaicas american express platinum card  visit the website to read more  bitly44ny8qc  follow us facebook facebookcomourtodaynews youtube ourtoday twitter our_today_news instagram ourtoday     otlife,jul 31 2023  846 pm utc,0.0,0.0,0.5,0.25,0.25,0,0,0.0,1,0.8252661824226379
Puya02415021,newcomers to canada not driving employment gains  scotiabank msncomencamoneytopstori,jul 31 2023  843 pm utc,0.0,0.0,0.0,0.0,1.0,2,1,-0.2584,-1,0.9260837435722351
naturallishea,scotiabank if a j ticket is for fast transactions i dont wanna know about the rest,jul 31 2023  841 pm utc,0.0,0.0,0.0,1.0,0.0,0,1,0.0,0,0.5549416542053223
BradyHo64671698,they have concerts at the rogers center  literally all the time the weeknd was just there and if its not a stadium tour he will play scotiabank raptorsleafs arena hes 1000 gonna come,jul 31 2023  839 pm utc,0.0,0.0,0.0,0.0,1.0,0,0,0.34,0,0.6471637487411499
forexstrategies,eurusd could recover to the lowmid111s in the next 12 sessions  scotiabank dlvritst187j,jul 31 2023  817 pm utc,0.0,0.0,1.0,0.0,0.0,0,1,0.0,1,0.5249325037002563
Urban_Toronto,checkout shots of the newly narrowed temperance street as part of the new scotiabank north tower at torontos bay adelaide centre only on our utforum here owlyupy350ppnej,jul 31 2023  803 pm utc,0.0,0.0,0.0,1.0,0.0,0,0,0.0,0,0.9335905313491821
TheMarketsDaily,tc energy trp price target lowered to 5500 at scotiabank themarketsdailycomp77250,jul 31 2023  756 pm utc,0.0,0.0,0.0,0.0,1.0,0,0,0.1531,0,0.9502289891242981
AntheaKay2,i just spend like 30 seconds looking for my twitter app and wondering how i accidentally deleted it also it will never be x it will always be twitter just like the acc will never be scotiabank arena,jul 31 2023  744 pm utc,0.0,0.0,0.33,0.67,0.0,2,2,0.3818,-1,0.5073917508125305
encorecanada,encore was proud to be an event partner for the national wealth conference at the shaw centre in ottawa the event had educational sessions and exciting activities making it an unforgettable experience for 1500 scotiabank wealth advisors for the multiday business conference,jul 31 2023  730 pm utc,0.33,0.0,0.0,0.33,0.33,11,3,0.9136,1,0.9925179481506348
ScotiabankHelps,hello rav for any concerns with your banking please contact scotiabank peru at scotiabankpe or by visiting the following link   nitternetmessages2840292     kind regards,jul 31 2023  703 pm utc,0.33,0.0,0.0,0.33,0.33,3,-1,0.6908,0,0.9203540086746216
lupu_flavius,newcomers to canada not driving employment gains  scotiabank msncomencamoneytopstori,jul 31 2023  659 pm utc,0.0,0.0,0.0,0.0,1.0,2,1,-0.2584,-1,0.9260837435722351
JanetLy32481074,newcomers to canada not driving employment gains  scotiabank msncomencamoneytopstori,jul 31 2023  638 pm utc,0.0,0.0,0.0,0.0,1.0,2,1,-0.2584,-1,0.9260837435722351
Scene_Plus,hi edmond thanks for reaching out were sorry to hear youve been having trouble with your scene account please send us a direct message with your full name scene membership card number and a summary of the issue and we will be able to help you out,jul 31 2023  555 pm utc,0.0,0.0,0.0,0.33,0.67,3,-3,0.7184,0,0.824701189994812
SirVancelot_,went  to see soundoffreedommovie yesterday at scotiabank theatre on the bustling downtown of toronto yesterday godschildrenarenotforsale reallycaviezel timballard angelstudiosinc,jul 31 2023  554 pm utc,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.8522331714630127
23fvv23,itll be scotiabank,jul 31 2023  541 pm utc,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.9339851140975952
V_SureshNaik,very clever fishing text all scotiabank cards start with 45360 beware,jul 31 2023  539 pm utc,0.0,0.0,0.0,0.0,0.0,2,0,0.5095,1,0.7058032751083374
ghost_fdr,newcomers to canada not driving employment gains  scotiabank  cainvestingcomnewseconom,jul 31 2023  529 pm utc,0.0,0.0,0.0,0.0,1.0,2,1,-0.2584,-1,0.9253684878349304
LoopJamaica,scotiabank and american express unveil platinum card for jamaicans owlyob7y50ppepc,jul 31 2023  528 pm utc,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0,0.7632814645767212
100mill_collins,so everybody except the banks knew the new notes were coming or i guess boj never gave them enough time to update these atms  i know it will be costly but at least one machine to accept these new notes would be great scotiabank,jul 31 2023  522 pm utc,0.17,0.0,0.33,0.0,0.5,2,1,0.8705,0,0.5859272480010986
PiQCommentary,scotiabank  economics publications   latam daily chile bcch cuts benchmark rate no change in unemployment rate  via harksterhq on piqsuitecomsuite iftttn79vxcr,jul 31 2023  437 pm utc,0.0,0.0,0.0,0.0,1.0,-4,0,-0.743,0,0.8793458938598633
fhhzv,credit unions froze accounts as well,jul 31 2023  423 pm utc,0.0,0.0,0.0,0.0,1.0,0,0,0.5719,-1,0.9242213368415833
Chef_Kathy,scotiabank scotiabankjm this is the atm in liguanea at the rubis station,jul 31 2023  408 pm utc,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,0.9698278903961182
HalifaxCinema,opening the new animated teenage mutant ninja turtles mutant mayhemcowritten by seth rogen  evan goldberghas a preview screening monday night  dartmouth regular engagement starts tuesday in 3d  2d  scotiabank dartmouth  sackville,jul 30 2023  126 pm utc,0.0,0.0,0.0,0.0,1.0,0,0,0.4588,0,0.896824836730957
ScotiabankHelps,good morning jamie thank you for connecting with scotiabank canada  to help connect with our international partners in jamaica please feel free to send them a dm at scotiabankjm for further assistance sc,jul 31 2023  351 pm utc,0.25,0.0,0.0,0.0,0.75,9,3,0.9136,1,0.9693832993507385
tw06le,why does it feel like jamaicas banking system is at a standstill scotiabank ncbja  the economy is moving fast yet our money is moving slow what kind of punishment is this why are so many atms dysfunctional and the tellers are at a snails pace 2hrs in the bank for what,jul 31 2023  343 pm utc,0.17,0.0,0.17,0.0,0.67,4,0,-0.2484,-1,0.9551644921302795
ronmortgages,good to see scotiabank is jumping back into the mortgage market after they went on a not widely known break over the last 89 months   scotias new rates  bundled products make them a top mortgage contender again   welcome back scotia  mortgage realestate canada,jul 31 2023  343 pm utc,0.1,0.0,0.3,0.1,0.5,6,2,0.802,1,0.9862388968467712
NUABAHAMAS,this past saturday our team had the pleasure of hosting the highly anticipated nua onestop auto show in collaboration with scotiabank and nassaus leading car dealers,jul 31 2023  334 pm utc,0.67,0.0,0.0,0.33,0.0,3,2,0.5719,1,0.9875367283821106
PARLevents,excited to share  a beautiful new childrens book in our collection  the hockey jersey by jael richardson samepageparlbibliocommonsc  available in braille thanks to nnelsca  scotiabank   nsprovlibrary hockeycanada highlandconnect recreationns accessiblitymatters,apr 19 2023  630 pm utc,0.5,0.0,0.0,0.5,0.0,9,3,0.886,1,0.9928741455078125
Steff6512,i guess they dont read but i think it has more to do with other scotiabank arenas already using tm i know in toronto when i saw ed we had to go through ticket monster,jul 31 2023  309 pm utc,0.0,0.0,1.0,0.0,0.0,0,-1,0.0,0,0.7624831199645996
Steff6512,the fact that we have it here now for our scotiabank arena is pretty sad,jul 31 2023  303 pm utc,0.5,0.0,0.0,0.5,0.0,-1,0,0.0258,-1,0.9695541858673096
MarcJacksonLA,argx scotiabank initiates coverage on argenx at sectir perform 516 price target,jul 31 2023  246 pm utc,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,0.9440196752548218
RobMcLister,with scotiabanks reengagement in the mortgage broker market canadians who use brokers will soon have 4 of the big 6 banks actively competing for their mtgs that could bolster broker market share in 2024offsetting some upward pressure on mtg spreads rates industrywide,jul 30 2023  423 pm utc,0.0,0.0,0.0,0.0,1.0,1,1,0.3182,0,0.5143665671348572
MtgLogicNews,what happens to a customers account if your fraud dept identifies fraudulent activity and the customer confirms the activity is fraudulent do you secure my account until i get to the branch to confirm my identity or do you continue to let the fraudulent activity to continue,jul 29 2023  532 pm utc,0.14,0.0,0.0,0.0,0.86,-14,-3,-0.9001,-1,0.8615132570266724
wincy_chong,hello milton for any concerns with your banking please contact scotiabank peru at scotiabankpe or by visiting the following link nitternetmessages2840292   lc nitternetmessagescompose,jul 31 2023  232 pm utc,0.0,0.0,0.0,0.5,0.5,1,-1,0.3182,0,0.9711105227470398
amoralesan,usdcad needs to either break well through 13250 or 13150 to make clearer directional progress  scotiabank fxstreetpagelink43a6 usdcad banks,jul 31 2023  213 pm utc,0.0,0.0,0.33,0.33,0.33,2,2,0.5994,0,0.9480166435241699
FXStreetNews,renting a room in canada as a housemate might be the perfect solution for internationalstudents coming here to study check it out india china philippines studyincanada scotiabank prepare4canada rentingincanada sparrow prepareforcanadacomaccommo,jul 31 2023  1158 am utc,0.0,0.0,0.25,0.25,0.5,4,1,0.7184,1,0.8519852161407471
rentalsfornewc,teller at preston street  scotiabank pedro  carma is real the teller service black guy when entering the bank  he speaks there is musty odours coming from his breath  he looks dusty  he scandling others while his musty scents spreading on others when they enter the bank,jul 31 2023  215 pm utc,0.0,0.0,0.25,0.25,0.5,0,-3,0.0,-1,0.8945496678352356
maki_good5,argenx argx coverage initiated by analysts at scotiabank americanbankingnewscomp2 stocks,jul 31 2023  209 pm utc,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,0.9573655128479004
AmericanBanking,tech improvements customer initiatives earn scotiabank another award ewnewscomtechimprovements,jul 31 2023  208 pm utc,0.0,0.0,0.0,0.0,0.0,3,2,0.7003,1,0.9636794328689575
ewnewsbahamas,anna hannem of scotiabank speaks with subhash kari evp of infocepts about leveraging ai technologies starting with small use cases and key to organizational innovation  watch here hubslyq01zq18l0 cdomagazine,jul 31 2023  806 am utc,0.0,0.0,0.25,0.25,0.5,1,1,0.3818,0,0.7967451810836792
magazine_cdo,activists in vancouver canada demonstrated outside scotiabank denouncing its sponsorship in elbit systems which makes it an accomplice in the israeli war crimes,jul 31 2023  200 pm utc,0.0,0.0,0.0,0.5,0.5,-2,0,-0.5994,-1,0.9154285192489624
OnlinePalEng,scotiabank allowed my partner to put our mortgage on hold for 6 months due to lockdown rules without my signature and it has destroyed my finances he lived for free and then let it go back to the bank he works for the feds he knows what he can get away with jordanbpeterson,jul 23 2023  1001 am utc,0.1,0.1,0.1,0.1,0.6,-2,2,0.0258,-1,0.9653200507164001
creating8peace,twice at scotiabank arena is a reason to celebrate   inspired by their song moonlight sunrise we gave jypetwice matching necklaces depicting two moon phases the first is the moon phase on their debut date the second features the moon on their scotiabank arena debut,jul 31 2023  159 pm utc,0.33,0.0,0.0,0.33,0.33,5,1,0.7845,1,0.981665313243866
ScotiabankHelps,hello we noticed your tweet were sorry to hear about your experience and apologize for the inconvenience this has caused please send us a dm to chat further pt,aug 1 2023  236 am utc,0.0,0.0,0.0,0.4,0.6,-3,-2,-0.0258,0,0.7651291489601135
ScotiabankHelps,hi  we noticed your comment and were here to help to chat with us please send us a direct message  you may use the following link bitly1ruso9h,aug 1 2023  156 am utc,0.0,0.0,0.0,0.0,1.0,3,0,0.6124,0,0.590606153011322
sweetredhead007,it will not send let me send a dm because im not verified,aug 1 2023  153 am utc,0.0,0.0,0.0,0.0,1.0,0,0,0.0,-1,0.8164498209953308
sweetredhead007,scotiabankhelps how long does it take for the 350 bonus to be deposited,aug 1 2023  138 am utc,0.0,0.0,0.0,0.0,1.0,0,1,0.5423,0,0.9677501320838928
mcelotto,guess we need to be following each other now to be able to dm,jul 31 2023  1021 pm utc,0.0,0.0,0.5,0.0,0.5,0,0,0.0,0,0.9657981395721436
ScotiabankHelps,hello michael weve noticed your tweet if theres anything we can assist with kindly send us dm to chat further,jul 31 2023  901 pm utc,0.25,0.0,0.0,0.0,0.75,0,1,0.4939,0,0.8333759307861328
ScotiabankHelps,hello there were so sorry to hear about your dad please send us dm for further assistance,jul 31 2023  838 pm utc,0.0,0.0,0.0,0.33,0.67,0,-1,0.1428,0,0.5146200656890869
ScotiabankHelps,hello we noticed your tweet sorry to hear about your experience and apologize for the inconvenience this has caused please send us a dm to chat further pt,jul 31 2023  827 pm utc,0.0,0.0,0.0,0.4,0.6,-3,-2,-0.0258,0,0.7760750651359558
ScotiabankHelps,hello we are sorry to hear you feel this way if there is anything you wish to discuss please send us a dm to chat furthermm,jul 31 2023  756 pm utc,0.0,0.0,0.0,0.33,0.67,1,-1,0.5719,0,0.6382814645767212
marinelmendez,its just that you guys have the worst customer service in the world,jul 31 2023  754 pm utc,0.0,0.0,0.0,1.0,0.0,-3,-1,-0.6249,-1,0.982176661491394
ScotiabankHelps,hello marinel we noticed your tweet if there is anything you wish to discuss please send us a dm to chat furthermm,jul 31 2023  752 pm utc,0.0,0.0,0.0,0.0,1.0,2,0,0.6124,0,0.7906477451324463
ScotiabankHelps,good afternoon suresh you may send any phishing emails or text messages to phishingscotiabankcom  for review  should you require any further assistance feel free to send us a dm sc,jul 31 2023  544 pm utc,0.25,0.0,0.0,0.0,0.75,4,2,0.7351,0,0.905064046382904
ScotiabankHelps,hi collins  we would like to get more info please send us a dm to continue our chat rj,jul 31 2023  531 pm utc,0.0,0.0,0.0,0.0,1.0,3,1,0.6222,0,0.8539372086524963
Davis_Schwartz,alrighty i messaged yall,jul 31 2023  452 pm utc,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.8617277145385742
ScotiabankHelps,for further assistance please reach out to  scotiacolpatria thank you sa,jul 31 2023  452 pm utc,0.0,0.0,0.0,0.0,0.0,4,1,0.5994,0,0.8075538873672485
ScotiabankHelps,hi there weve noticed your tweet if you need assistance kindly send us a dm to chat further sa,jul 31 2023  440 pm utc,0.25,0.0,0.0,0.0,0.75,0,1,0.4939,0,0.8797870874404907
Davis_Schwartz,scotiabankhelps hello i need help but the online bank is telling me to call and the phone number keeps hanging up on me can yall help,jul 31 2023  439 pm utc,0.0,0.0,0.0,0.33,0.67,4,0,0.705,-1,0.771159827709198
FlahDesign,scotiabankhelps 45 minute wait to talk to a representative,jul 31 2023  420 pm utc,0.0,0.0,1.0,0.0,0.0,0,0,0.0,-1,0.8902367353439331
ScotiabankHelps,hello michael we noticed your tweet if there is anything you need assistance with please send us a dm to chat furthermm,jul 31 2023  311 pm utc,0.0,0.0,0.0,0.0,1.0,1,0,0.3182,0,0.7653771042823792
Michael91661041,scotiabankhelps where is my refund from ubereats its been more than 5 days,jul 31 2023  306 pm utc,1.0,0.0,0.0,0.0,0.0,0,1,0.0,-1,0.9007315039634705
wincy_chong,no additional information based on the basic scenario i provided how do you protect your customers from fraudulent activity consumeralert patforanctvnews,jul 31 2023  302 pm utc,0.5,0.0,0.0,0.5,0.0,-4,0,-0.4215,-1,0.6619406342506409
ScotiabankHelps,hi luis  looks like you are referring to a branch in chile please contact our partners scotiaayuda_cl rj,jul 31 2023  239 pm utc,0.0,0.0,0.0,0.0,1.0,3,1,0.5859,0,0.9199895262718201
ScotiabankHelps,good morning wincy we appreciate your fraud inquiry and look forward to assisting you  please send us a dm so we can obtain further details sc,jul 31 2023  237 pm utc,0.33,0.0,0.0,0.0,0.67,2,1,0.4767,1,0.9788466095924377
ScotiabankHelps,hello milton for any concerns with your banking please contact scotiabank peru at scotiabankpe or by visiting the following link nitternetmessages2840292   lc nitternetmessagescompose,jul 31 2023  232 pm utc,0.0,0.0,0.0,0.5,0.5,1,-1,0.3182,0,0.9711105227470398
ScotiabankHelps,hello taylor we are truly sorry to hear about your experience and would like the opportunity to look into this for you please send us a dm to chat furthermm,jul 31 2023  115 pm utc,0.25,0.0,0.0,0.25,0.5,4,0,0.8481,0,0.8237298130989075
taylynnmc,if someone at scotiabankhelps would actually like to help me that would be great but if i have to answer the same questions and explain the same situation one more time  fuckscotiabank,jul 31 2023  115 pm utc,0.33,0.0,0.0,0.0,0.67,7,2,0.631,-1,0.9677485227584839
taylynnmc,scotiabankhelps the employees have no issue sending me a customer service survey when the call goes well yet when i ask for a survey after they were 0 help they say they cant do that bullshit,jul 31 2023  114 pm utc,0.0,0.0,0.0,0.0,1.0,-3,-1,0.688,-1,0.9458618760108948
taylynnmc,scotiabankhelps wow just had the worst customer service with 3 different people after waiting on hold when you guys cant properly deposit my hard earned money and have no interest in helping me fix the situation i will be switching banks the customer service is horrifying,jul 31 2023  113 pm utc,0.22,0.11,0.33,0.11,0.22,2,0,-0.34,-1,0.9816715121269226
ScotiabankHelps,good morning we look forward to assisting with your scene inquiry  please send us a dm so we can obtain further details to assist you sc,jul 31 2023  1215 pm utc,0.0,0.0,0.0,0.0,1.0,4,1,0.6369,1,0.9803466796875
the_loneranger9,i am following your account i cannot dm you,jul 31 2023  1210 pm utc,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,0.945686399936676
ScotiabankHelps,good morning we have received your dm and replied to it  we will continue our chat with you there lc,jul 31 2023  1207 pm utc,0.0,0.0,0.5,0.0,0.5,3,1,0.4404,1,0.7506481409072876
ScotiabankHelps,hello we responded to your tweet and asked you to send us a dm to chat furthermm,jul 31 2023  1205 pm utc,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,0.9116407036781311
ScotiabankHelps,hi there  we would like to look into this for you please send us a dm to continue our chat rj,jul 31 2023  1205 pm utc,0.0,0.0,0.0,0.0,1.0,3,1,0.5859,0,0.8498185873031616
ScotiabankHelps,hello karthik please follow us on twitter and then send us a dm about your qire transfer inquiry so that we can look into this for you ds,jul 31 2023  1202 pm utc,0.0,0.0,0.0,0.33,0.67,1,0,0.3182,0,0.9416531920433044
lvbs,scotiabankhelps seems like the app has been down for a couple days whats the deal,jul 31 2023  940 am utc,1.0,0.0,0.0,0.0,0.0,2,1,0.3612,-1,0.9333835244178772
the_loneranger9,scotiabankhelps  hi i have a doubt regarding wire transfer for my student gic account i am unable to dm please sort my situation,jul 31 2023  804 am utc,0.0,0.0,0.0,0.2,0.8,0,-2,-0.0516,-1,0.5294352769851685
RustyGoodDalek1,scotiabankhelps ok we are an hour and half into 31st and still no odsp what is the hold up,jul 31 2023  522 am utc,0.0,0.0,0.0,0.0,0.0,-1,0,0.0,-1,0.6162348389625549
ala_jibril,hate to break it to you but i cant dm another reason why eqbank just won me over better support willing to refund atm fee,jul 31 2023  238 am utc,0.0,0.0,0.2,0.4,0.4,4,3,0.9022,0,0.5250266790390015
ScotiabankHelps,hello sariedoe thank you for reaching out to scotiabank canadas twitter support page we are happy to address your concerns please connect via dm,jul 30 2023  1051 pm utc,0.25,0.0,0.0,0.5,0.25,9,2,0.9001,1,0.9426752924919128
ScotiabankHelps,good afternoon ameya sorry to hear you may be having difficulty with sending a dm we kindly ask you to attempt it once again  to chat with us please send us as dm you may use this following link bitly1ruso9h sc,jul 30 2023  544 pm utc,0.14,0.0,0.0,0.14,0.71,3,0,0.6908,0,0.884738564491272
spacehasnowall,cant dm as x is not allowing to send dms,jul 30 2023  528 pm utc,0.0,0.0,0.0,0.0,1.0,0,0,0.0,-1,0.6499715447425842
ScotiabankHelps,hello ankur and thanks for reaching out to scotaibankhelps on twitter  please send us a dm so that we can chat further lc,jul 30 2023  520 pm utc,0.0,0.0,0.0,0.33,0.67,4,0,0.7184,1,0.9331654906272888
ScotiabankHelps,were sorry you may be having difficulty to dm us please attempt once again to chat with us please send us as dm you may use this following link bitly1ruso9h sc,jul 30 2023  456 pm utc,0.0,0.0,0.0,0.2,0.8,1,-2,0.2263,0,0.9346182346343994
theholidaytj,im not allowed to dm you as im not verified on twitter is there a number i can message,jul 30 2023  453 pm utc,0.0,0.0,0.0,0.33,0.67,0,0,0.0772,0,0.7383331656455994
ScotiabankHelps,good afternoon and thank you for reaching out to scotiabank canada we look forward to assisting you with your abm deposit concern  please feel free to send us a dm so we can obtain details to assist you sc,jul 30 2023  452 pm utc,0.25,0.0,0.0,0.25,0.5,8,2,0.8957,1,0.9685500264167786
