username,tweet_text,date,happy,angry,surprise,sad,fear,afinn,bing,sid,bertweet,bertweet_confidence
insidelivsmind_,guys idk if ive told you but i have pit tickets to see daniel caesar at scotiabank arena in october and i am so fucking excited my fall concert lineup is fucking crazy,aug 1 2023  518 pm utc,0.33,0.0,0.0,0.5,0.17,-7,-3,0.0561,1,0.9923160076141357
wklis,torontos roger centre  scotiabank arena are surrounding by high density and public transit,aug 1 2023  503 pm utc,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,0.8756917715072632
ckhafoundation,this morning dynamic simulation was at the ckhamedia wallaceburg site delivering another highly educational innovative session focused on the critical topic of pediatric drowning thank you to scotiabank for their continued support of this important lifesaving program,aug 1 2023  500 pm utc,0.5,0.0,0.0,0.0,0.5,10,3,0.9017,1,0.9901402592658997
AntonioDidiano,how can they do that when yields rising oh well scotiabank stock will take a hit,aug 1 2023  446 pm utc,0.0,0.5,0.0,0.0,0.5,0,1,0.2732,-1,0.9645745754241943
mhszladii,im selling drake its all blur tour tickets   _4x for  scotiabank arena toronto on ca  dm me for more details  draketickets drakeand21savage itsallablurtour draketickets drakesongs drakemood drakeconcert concert draketour 21savage,aug 1 2023  445 pm utc,0.0,0.0,0.0,0.0,1.0,0,-1,0.0,0,0.9019020199775696
scotiabank,today we celebrate the invention of world wide web join the celebration by prioritizing online safety here are some tips to help canadians of all ages stay cyberaware and protect themselves from financial fraud   source scotiabank youth fraud poll,aug 1 2023  100 pm utc,0.14,0.29,0.14,0.14,0.29,0,1,0.6597,1,0.9375966787338257
f0r3x,eurusd losses back under the 110 area have tilted risks towards some drift  scotiabank  fxstreet dlvritst3pfb,aug 1 2023  422 pm utc,0.0,0.0,0.0,0.0,0.0,-2,-2,-0.5859,0,0.8085442185401917
f0r3x,gbpusd will need a hawkish tightening move to take another run at the 130 zone  scotiabank  fxstreet dlvritst3pcz,aug 1 2023  422 pm utc,0.0,0.0,0.0,0.0,1.0,0,-1,0.0,0,0.9693424105644226
f0r3x,usdcad unlikely to extend the rally beyond the 133 level  scotiabank  fxstreet dlvritst3pzh,aug 1 2023  421 pm utc,0.0,0.0,0.0,0.0,1.0,1,-1,0.1779,-1,0.642413318157196
jessehawken,the 70mm imax presentation of oppenheimer is only supposed to be here for 2 weeks so theyre probably obligated to do so but what about the scotiabank where screenings are packed every day,aug 1 2023  417 pm utc,0.33,0.0,0.0,0.0,0.67,0,0,0.0,0,0.767426073551178
ScotiabankHelps,good afternoon and thank you for reaching out to scotiabank canada  should you require assistance with your inquiry please send us a pm so we can obtain details to assist you  warm regards,aug 1 2023  415 pm utc,0.0,0.0,0.0,0.0,1.0,8,3,0.8555,1,0.96622234582901
Metallica,canada tickets are now on sale for the montreal takeover at scotiabank theatre on august 12 well be screening three films from three eras cliff em all cunning stunts and orgullo pasión y gloria  get your tickets  cineplexcommoviemetallica,jul 27 2023  200 pm utc,0.0,0.0,0.0,0.0,1.0,0,1,0.2732,0,0.745380163192749
CatDesigns4u,google scotiabank worldbank  why are you fleecing x customers i do not have an account with you any longer  your customer service agents are lacking brain cells they keep taking money that doesnt belong to them out of my bank account they dont understand english,aug 1 2023  407 pm utc,0.17,0.0,0.17,0.17,0.5,0,-1,0.0,-1,0.981936514377594
DJHLnews,hey folks the tryout registration portal is now open on our home page at djhlca for players interested in trying out for the scotiabank djhl pooled hockey program at u15aa gu15aa  gu13aa,aug 1 2023  1244 am utc,0.2,0.0,0.2,0.2,0.4,2,0,0.4019,0,0.8290557265281677
LarryNeufeldSK,our banks are busy throwing oil on the fire of the climatecrisis canadian banks funded oil and gas drilling in the amazon fossilfuels rainforests canada ecosystems emissions rbc cibc scotiabank amazonwatch standearth nationalobservercom202307,jul 26 2023  303 pm utc,0.0,0.0,0.0,0.0,1.0,-2,0,-0.1779,-1,0.6915664076805115
CatDesigns4u,scotiabank why why do i have to keep contacting customer service on the phone and having the same outcome google gets my money im not using their service,aug 1 2023  346 pm utc,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,0.9726668000221252
CatDesigns4u,thanks what about scotiabank atms in canada,aug 1 2023  315 pm utc,0.0,0.0,0.0,0.0,0.0,2,0,0.4404,1,0.6314520835876465
pointlessuserid,hi there you can withdraw usd from scotiabank owned abms while youre traveling and the local currency is in usd mn,aug 1 2023  341 pm utc,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.9488744139671326
kikedelavega,tangerinehelps whats the easiestbest way to get us dollars in bills i dont have a us dollar savings account scotiabank atm,aug 1 2023  332 pm utc,0.0,0.0,0.0,0.0,1.0,0,1,0.0,0,0.8641929030418396
pulso_mx,hey scotiabank more scams  scotiabankhelps,aug 1 2023  317 pm utc,0.0,0.0,1.0,0.0,0.0,-2,-1,-0.624,-1,0.9724763035774231
ottawadeafgirl,good morning and thank you for reaching out to scotiabank canada  we would like the opportunity to look into this with you  please feel free to send us a dm so we can obtain details to assist you sc,aug 1 2023  315 pm utc,0.5,0.0,0.0,0.0,0.5,12,4,0.9442,1,0.9081721305847168
JTManzor,had to get a credit card replaced after our car was broken into and just noticed that scotiabank charged us 50 for the new card love to get robbed twice a cool and normal system we have built,aug 1 2023  245 pm utc,0.33,0.0,0.11,0.0,0.56,0,1,0.6369,-1,0.8768366575241089
Tordorf,hey folks the tryout registration portal is now open on our home page at djhlca for players interested in trying out for the scotiabank djhl pooled hockey program at u15aa gu15aa  gu13aa,aug 1 2023  237 pm utc,0.2,0.0,0.2,0.2,0.4,2,0,0.4019,0,0.8290557265281677
sao76067684,mmtlp for canadians that want to transfer the shares to ast i just completed the request with scotiabank for a fee of 100 they take care of everything and statement should come in 23 weeks hope this helps,aug 1 2023  206 pm utc,0.0,0.0,0.5,0.0,0.5,8,0,0.891,1,0.8027880191802979
ronmortgages,heres a link to an article covering scotiabanks return to the mortgages fold   canadianmortgagetrendscom2 mortgage realestate canada,aug 1 2023  156 pm utc,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,0.9705880284309387
rentalsfornewc,as immigration ramps up can sean fraser fix canadas housing crisis nextstopcanada planning4canada accesemployment arriveprepared successcanada settlement_org teamrentsync souqhteam scotiabank newcomerstocanada rentingincanada cmhc_ca rentalsfornewcomerscomnews,aug 1 2023  152 pm utc,0.0,0.33,0.0,0.0,0.67,-3,-1,-0.6249,0,0.8829639554023743
victoriaxo86,drake  scotiabank saturday october 7th doing it wrong please,aug 1 2023  152 pm utc,0.0,0.0,0.0,0.0,0.0,-1,-1,-0.2023,0,0.7682018876075745
DrakeDirect_,our banks are busy throwing oil on the fire of the climatecrisis canadian banks funded oil and gas drilling in the amazon fossilfuels rainforests canada ecosystems emissions rbc cibc scotiabank amazonwatch standearth nationalobservercom202307,aug 1 2023  537 am utc,0.0,0.0,0.0,0.0,1.0,-2,0,-0.1779,-1,0.6915664076805115
CCinico,there is clearly decent momentum developing under the usd rebound  scotiabank fxstreetpagelinkzpuz dollarindex banks,aug 1 2023  119 pm utc,0.0,0.0,0.5,0.0,0.5,1,2,0.4019,1,0.8973536491394043
FXStreetNews,newcomers to canada not driving employment gains  scotiabank  a greater burden on canadas social programs msncomencamoneytopstori,aug 1 2023  102 pm utc,0.0,0.0,0.0,0.0,1.0,3,0,-0.3476,-1,0.9533087611198425
Kriss348315113,gbpusd will need a hawkish tightening move to take another run at the 130 zone  scotiabank fxstreetpagelinkeibh gbpusd boe banks,jul 31 2023  514 pm utc,0.0,0.0,0.0,0.0,1.0,0,-1,0.0,0,0.9663166999816895
theirishking,scotiabank was giving me 1 interest in my savings account so i decided to open a tfsa banks only care about themselves not their customers,aug 1 2023  105 pm utc,0.17,0.0,0.0,0.0,0.83,3,2,0.8225,-1,0.9135255217552185
Kriss348315113,newcomers to canada not driving employment gains  scotiabank  a greater burden on canadas social programs msncomencamoneytopstori,jul 31 2023  514 pm utc,0.0,0.0,0.0,0.0,1.0,3,0,-0.3476,-1,0.9533087611198425
FXStreetNews,there is clearly decent momentum developing under the usd rebound  scotiabank fxstreetpagelinkzpuz dollarindex banks,aug 1 2023  102 pm utc,0.0,0.0,0.5,0.0,0.5,1,2,0.4019,1,0.8973536491394043
CatDesigns4u,so mad  my bank  let google take money again when i dont have the business online and ive dealt with this every year and theres no reoccurring payments in my bank account set up or with my email how is google taking money out of my scotiabank account without my permission,aug 1 2023  100 pm utc,0.0,0.12,0.12,0.0,0.75,-4,-1,-0.6901,-1,0.9700317978858948
8841Cruces,an informant could be given a separate sin  for snitch pay to keep cra on a needtoknow basis   its understandable that scotiabank no longer wanted his business when they saw an unexplained 2nd sin    and your yahudi friend helped you turn that into another grift,aug 1 2023  1239 pm utc,0.2,0.0,0.4,0.2,0.2,-2,-1,-0.765,-1,0.9020510911941528
FXStreetNews,gbpusd will need a hawkish tightening move to take another run at the 130 zone  scotiabank fxstreetpagelinkeibh gbpusd boe banks,aug 1 2023  1140 am utc,0.0,0.0,0.0,0.0,1.0,0,-1,0.0,0,0.9663166999816895
bjstefan,newcomers to canada not driving employment gains  scotiabank msncomencamoneytopstori the influx of new canadian residents has had more negative than positive consequences,aug 1 2023  1218 pm utc,0.0,0.0,0.0,0.5,0.5,2,1,-0.2881,-1,0.9640184640884399
BoydLends,some of my first mortgages were with scotiabank and its great news for borrowers that their products will be competitive again   mortgagelogicnewsscotiaban,aug 1 2023  1218 pm utc,0.5,0.0,0.0,0.0,0.5,5,2,0.7003,1,0.9885290265083313
MMFUofT,curious to learn what a financial engineer does watch this short presentation by mona zhang who was a global analytics financial engineering analyst at scotiabank last winter pipedvideowatchvuizqk72,aug 1 2023  1218 pm utc,0.0,0.2,0.4,0.0,0.4,1,0,0.3182,0,0.883110761642456
nehcap,scotiabank predicts that it is unlikely for the usdcad exchange rate to continue its upward movement beyond the 133 level nehcapcom20230801scotia,aug 1 2023  1216 pm utc,0.0,0.0,0.0,0.0,1.0,0,-1,0.0,0,0.6825155019760132
FXStreetNews,usdcad unlikely to extend the rally beyond the 133 level  scotiabank fxstreetpagelinkpevr usdcad banks,aug 1 2023  1206 pm utc,0.0,0.0,0.0,0.0,1.0,1,-1,0.1779,-1,0.7193440794944763
Startup_Canada,scott stirrett founder and ceo of venture4canada joins startup_canada on this weeks startuppodcast with kayla isabelle to talk about young minds entrepreneurship and growing canadian startups    startupcancavicariousentr mastercardca scotiabank,aug 1 2023  1203 pm utc,0.0,0.0,0.5,0.0,0.5,1,0,0.1779,1,0.787684440612793
PiQCommentary,scotiabank  economics publications   latam daily chile economic activity peru cpi banxico survey  via harksterhq on piqsuitecomsuite iftttrpmg9uu,aug 1 2023  1143 am utc,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,0.973193883895874
AmericanBanking,perficient prft stock rating lowered by scotiabank americanbankingnewscomp2 stocks,aug 1 2023  1134 am utc,0.0,0.0,0.0,0.0,1.0,0,0,-0.128,0,0.5956782698631287
nehcap,according to scotiabank the risks for eurusd returning below the 110 area have increased resulting in potential losses and a drifting movement nehcapcom20230801accord,aug 1 2023  1134 am utc,0.0,0.0,0.0,0.0,0.0,-1,-2,-0.4019,-1,0.8699257373809814
BostonSore,scotiabank,aug 1 2023  1130 am utc,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.9118030667304993
FXStreetNews,eurusd losses back under the 110 area have tilted risks towards some drift  scotiabank fxstreetpagelinkesfr eurusd ecb banks,aug 1 2023  1129 am utc,0.0,0.0,0.0,0.0,1.0,-2,-2,-0.5859,0,0.8226920366287231
Ndtime,newcomers to canada not driving employment gains  scotiabank msncomencamoneytopstori,aug 1 2023  1116 am utc,0.0,0.0,0.0,0.0,1.0,2,1,-0.2584,-1,0.9260837435722351
ScotiabankArena,twice at scotiabank arena is a reason to celebrate   inspired by their song moonlight sunrise we gave jypetwice matching necklaces depicting two moon phases the first is the moon phase on their debut date the second features the moon on their scotiabank arena debut,jul 5 2023  1201 am utc,0.33,0.0,0.0,0.33,0.33,5,1,0.7845,1,0.981665313243866
MTHargoe,rbc cibc scotiabank   this you,aug 1 2023  1057 am utc,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.9484838247299194
jasonpereira,newcomers to canada not driving employment gains  scotiabank  a greater burden on canadas social programs msncomencamoneytopstori,jul 31 2023  412 pm utc,0.0,0.0,0.0,0.0,1.0,3,0,-0.3476,-1,0.9533087611198425
Kriss348315113,hey folks the tryout registration portal is now open on our home page at djhlca for players interested in trying out for the scotiabank djhl pooled hockey program at u15aa gu15aa  gu13aa,jul 31 2023  514 pm utc,0.2,0.0,0.2,0.2,0.4,2,0,0.4019,0,0.8290557265281677
DJHLnews,newcomers to canada not driving employment gains  scotiabank msncomencamoneytopstori,aug 1 2023  1244 am utc,0.0,0.0,0.0,0.0,1.0,2,1,-0.2584,-1,0.9260837435722351
JamesDATerry,get ready to laugh until you cry   play the 630 games with marilyn denis and jamar for your chance to win tickets to see rickygervais at the scotiabank arena on august 10th   more details at chum1045com,aug 1 2023  1012 am utc,0.33,0.0,0.0,0.0,0.67,6,1,0.8807,1,0.824490487575531
SamuelHorsman,scotiabanks return to competitive mortgage pricing is huge for brokers canadianmortgagetrendscom2 samuelhorsmanca  samuelecmbca  9026388708  mortgagebroker mortgagenews canada,aug 1 2023  900 am utc,0.0,0.0,0.0,0.0,1.0,3,1,0.4588,1,0.9391308426856995
MF_TROON,applying for a scotiabank job bc apparently they cover things like vfs idk if theyd cover going to s korea for dr yeson to fix my voice but its my best shot,aug 1 2023  753 am utc,0.0,0.0,0.2,0.0,0.8,5,2,0.81,0,0.7952289581298828
MF_TROON,lionelrichie  earthwindfire sing a song all night long  aug 04  730 pm xcel energy center saintpaul mn  sat  aug 05  730 pm united center chicago il  tue  aug 08  730 pm scotiabank arena toronto on blackadscoop adscooperative pipedvideo2lbp2uc6lro,aug 1 2023  658 am utc,0.0,0.0,0.0,0.0,1.0,1,0,0.5994,0,0.8431121110916138
Qarinag,highlights of vancouvers july 22 action to say shame on scotiabank and shutelbitdown scotiabank is the largest foreign investor in israeli arms company elbit systems,aug 1 2023  459 am utc,0.0,0.0,0.0,0.2,0.8,-2,-1,-0.4767,-1,0.8852071762084961
bds_vancouver,usd rebound likely to run out of momentum  scotiabank,jul 31 2023  149 am utc,0.0,0.0,1.0,0.0,0.0,0,0,0.0,-1,0.5971269607543945
XCornPop,beginning july 24 all scotiabank women initiative participants will have exclusive access to a discount of 50 off one year of pocketed basic plan or pocketed plus plan  scotiasocialmegmj98,aug 1 2023  414 am utc,0.0,0.0,0.0,0.0,1.0,2,0,0.128,0,0.6404121518135071
aalcala20,absolute negligence to intentionally lock us in and steal our money criminal,aug 1 2023  408 am utc,0.0,0.0,0.25,0.25,0.5,-5,-3,-0.765,-1,0.9725089073181152
MattWil40124168,we also spoke to a scotia rep on the phone and told them we were going to a different bank scotiabank refused this as evidence and locked us into a closed fixed rate despite clear instruction not to do so they are refusing to help us this is clear malicious intentions,aug 1 2023  357 am utc,0.08,0.17,0.0,0.42,0.33,0,-1,-0.7033,-1,0.9604800343513489
MattWil40124168,i cant dm you i have to be verified basically we had a renewal coming up we chose to go to a different bank as they offered a lower rate we notified you of this by signing a 3rd party document instructing scotiabank to put us into an open rate should it need to be renewed,aug 1 2023  356 am utc,0.0,0.0,0.1,0.1,0.8,0,1,0.128,0,0.9571590423583984
MattWil40124168,newcomers to canada not driving employment gains  scotiabank  a greater burden on canadas social programs msncomencamoneytopstori,aug 1 2023  354 am utc,0.0,0.0,0.0,0.0,1.0,3,0,-0.3476,-1,0.9533087611198425
DavidEd74508245,just like anyone with a brain has been saying for the past year or more  newcomers to canada not driving employment gains  scotiabank msncomencamoneytopstori,aug 1 2023  323 am utc,0.0,0.0,0.0,0.5,0.5,4,2,0.119,-1,0.8873293995857239
bds_vancouver,highlights of vancouvers july 22 action to say shame on scotiabank and shutelbitdown scotiabank is the largest foreign investor in israeli arms company elbit systems,jul 31 2023  149 am utc,0.0,0.0,0.0,0.2,0.8,-2,-1,-0.4767,-1,0.8852071762084961
ScotiabankHelps,hello christina good evening thank you for reaching out to scotiabank canadas twitter support page we are sorry to hear about your inconvenience and are happy to assist please connect via dm  kind regards,aug 1 2023  243 am utc,0.4,0.0,0.0,0.4,0.2,11,2,0.9382,1,0.6045895218849182
MattWil40124168,do not get a mortgage with scotiabank they are criminal i repeat do not get a mortgage with scotiabank complete scumbag of a bank the scummiest of them all and thats saying something they will do everything they can to fuck you without consent,aug 1 2023  235 am utc,0.14,0.0,0.0,0.43,0.43,-9,-2,-0.9147,-1,0.9833353757858276
Kirky861,msncomencamoneytopstori  newcomers to canada not driving employment gains  scotiabank,jul 31 2023  539 pm utc,0.0,0.0,0.0,0.0,1.0,2,1,-0.2584,-1,0.9404729008674622
ScotiabankHelps,hello suz good evening thank you for reaching out to scotiabank canadas twitter support page we are happy to assist with your inquiries connect with us via dm to chat further  kind regards,aug 1 2023  141 am utc,0.5,0.0,0.0,0.25,0.25,13,4,0.9432,1,0.9755033850669861
Kirky861,newcomers to canada not driving employment gains  scotiabank  msncomencamoneytopstori,jul 31 2023  1052 pm utc,0.0,0.0,0.0,0.0,1.0,2,1,-0.2584,-1,0.9260837435722351
TomTSEC,newcomers to canada not driving employment gains  scotiabank msncomencamoneytopstori,jul 31 2023  511 pm utc,0.0,0.0,0.0,0.0,1.0,2,1,-0.2584,-1,0.9260837435722351
russelfab,newcomers to canada not driving employment gains  scotiabank msncomencamoneytopstori wait until all these new canadians see what white mans slavery is all aboutevery time they go to there mail box its another bill to be paidthen they will ask themselves how did i get herelol,aug 1 2023  125 am utc,0.0,0.0,0.5,0.0,0.5,-1,1,-0.7805,-1,0.933588981628418
13inafilmreel,if anyone is selling tickets to these artists dm me   brent faiyaz  arctic monkeys  dominic fike  noah kahan   tate mcrae  laufey  drake   toronto history budweiser stage massey hall danforth scotiabank arena,aug 1 2023  120 am utc,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,0.8834867477416992
WorkerCanada,foreign worker selection process has collapsed   newcomers to canada not driving employment gains  scotiabank msncomencamoneytopstori,aug 1 2023  108 am utc,0.0,0.0,0.0,0.5,0.5,0,1,-0.4829,-1,0.9563645124435425
moonrubystar,the overwatch league is over the league cant even afford scotiabank arena in toronto wow thats bad theyre having the grand finals this year in an abbreviated maple leaf gardens that doesnt even seat 10000,aug 1 2023  1250 am utc,0.0,0.0,0.5,0.0,0.5,4,2,0.5106,-1,0.9701513648033142
PiQCommentary,scotiabank  economics publications   latam flash colombiabanrep keeps policy rate at 1325  via harksterhq on piqsuitecomsuite iftttkhhtnoc,aug 1 2023  1237 am utc,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,0.9699450731277466
Our_Today_News,scotiabank american express launch toptier credit card in jamaica  visit the website to read more  bitly3roz0w6  photo contributed  otbusiness,aug 1 2023  1217 am utc,0.0,0.0,0.5,0.0,0.5,0,0,0.3818,0,0.9349874258041382
schtev69,scotiabank total myth that canadas gdp and employment are being driven by immigration   overwhelming share of job gains have not gone to newcomers   cdnecon cdnpoli bnnbloombergcavideototal,jul 31 2023  706 pm utc,0.0,0.0,0.0,0.0,1.0,2,-1,0.5574,-1,0.49406692385673523
Pruthvik1999,attention   ive been a loyal customer of scotiabank for over 4 years but the way theyve handled my credit card limit increase request is unacceptable no help no appointment booking and blatant discrimination  scotiabank discrimination,jul 31 2023  1120 pm utc,0.25,0.0,0.25,0.0,0.5,2,-4,0.3291,-1,0.9787207841873169
garius,in early 1999 zip2 the newspaper online directory service musk had cofounded was sold to compaq for 300m elons share of this was about 20m  elon begins hitting up old connections from his time at scotiabank  he says he wants to launch a financial superstore,jul 25 2023  1157 am utc,0.0,1.0,0.0,0.0,0.0,1,0,0.296,0,0.9408009052276611
geoeconomic10,scotiabank posted rates   bullish    share ur best rates below,jul 31 2023  1217 am utc,0.0,0.0,0.0,0.0,0.0,4,2,0.7506,0,0.8975278735160828
mhszladii,im selling drake its all blur tour tickets   _4x for  scotiabank arena toronto on ca  dm me for more details draketickets drakeand21savage itsallablurtour draketickets drakesongs drakemood drakeconcert concert draketour 21savage,jul 31 2023  1040 pm utc,0.0,0.0,0.0,0.0,1.0,0,-1,0.0,0,0.9019020199775696
jobsminusf,data engineer  scotiabank at scarborough canada itjobs techishiring jobsfcomjobdataengineer,jul 31 2023  612 pm utc,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,0.9543880224227905
